timestamp Horiz_rst
"2021-03-15 00:01:00" 11271.2
"2021-03-15 00:02:00" 11276.8
"2021-03-15 00:03:00" 11282.0
"2021-03-15 00:04:00" 11285.2
"2021-03-15 00:05:00" 11289.8
"2021-03-15 00:06:00" 11290.5
"2021-03-15 00:07:00" 11289.0
"2021-03-15 00:08:00" 11285.3
"2021-03-15 00:09:00" 11283.8
"2021-03-15 00:10:00" 11282.2
"2021-03-15 00:11:00" 11281.0
"2021-03-15 00:12:00" 11282.8
"2021-03-15 00:13:00" 11285.7
"2021-03-15 00:14:00" 11288.5
"2021-03-15 00:15:00" 11289.8
"2021-03-15 00:16:00" 11288.7
"2021-03-15 00:17:00" 11288.0
"2021-03-15 00:18:00" 11284.1
"2021-03-15 00:19:00" 11278.4
"2021-03-15 00:20:00" 11272.0
"2021-03-15 00:21:00" 11266.0
"2021-03-15 00:22:00" 11255.6
"2021-03-15 00:23:00" 11252.9
"2021-03-15 00:24:00" 11262.1
"2021-03-15 00:25:00" 11271.5
"2021-03-15 00:26:00" 11275.0
"2021-03-15 00:27:00" 11275.0
"2021-03-15 00:28:00" 11277.4
"2021-03-15 00:29:00" 11280.0
"2021-03-15 00:30:00" 11274.5
"2021-03-15 00:31:00" 11266.4
"2021-03-15 00:32:00" 11262.9
"2021-03-15 00:33:00" 11262.1
"2021-03-15 00:34:00" 11262.2
"2021-03-15 00:35:00" 11266.7
"2021-03-15 00:36:00" 11270.6
"2021-03-15 00:37:00" 11264.0
"2021-03-15 00:38:00" 11254.3
"2021-03-15 00:39:00" 11250.9
"2021-03-15 00:40:00" 11255.8
"2021-03-15 00:41:00" 11253.6
"2021-03-15 00:42:00" 11245.2
"2021-03-15 00:43:00" 11241.8
"2021-03-15 00:44:00" 11249.0
"2021-03-15 00:45:00" 11253.8
"2021-03-15 00:46:00" 11257.1
"2021-03-15 00:47:00" 11257.9
"2021-03-15 00:48:00" 11252.3
"2021-03-15 00:49:00" 11249.1
"2021-03-15 00:50:00" 11248.3
"2021-03-15 00:51:00" 11249.1
"2021-03-15 00:52:00" 11245.3
"2021-03-15 00:53:00" 11241.1
"2021-03-15 00:54:00" 11238.5
"2021-03-15 00:55:00" 11237.0
"2021-03-15 00:56:00" 11233.3
"2021-03-15 00:57:00" 11229.4
"2021-03-15 00:58:00" 11225.8
"2021-03-15 00:59:00" 11217.0
"2021-03-15 01:00:00" 11208.8
"2021-03-15 01:01:00" 11205.7
"2021-03-15 01:02:00" 11203.6
"2021-03-15 01:03:00" 11204.4
"2021-03-15 01:04:00" 11204.0
"2021-03-15 01:05:00" 11208.5
"2021-03-15 01:06:00" 11215.0
"2021-03-15 01:07:00" 11218.4
"2021-03-15 01:08:00" 11223.2
"2021-03-15 01:09:00" 11227.3
"2021-03-15 01:10:00" 11226.5
"2021-03-15 01:11:00" 11225.4
"2021-03-15 01:12:00" 11231.5
"2021-03-15 01:13:00" 11237.6
"2021-03-15 01:14:00" 11238.6
"2021-03-15 01:15:00" 11239.3
"2021-03-15 01:16:00" 11240.8
"2021-03-15 01:17:00" 11235.0
"2021-03-15 01:18:00" 11232.8
"2021-03-15 01:19:00" 11232.9
"2021-03-15 01:20:00" 11230.0
"2021-03-15 01:21:00" 11232.8
"2021-03-15 01:22:00" 11237.5
"2021-03-15 01:23:00" 11244.4
"2021-03-15 01:24:00" 11254.2
"2021-03-15 01:25:00" 11263.0
"2021-03-15 01:26:00" 11263.9
"2021-03-15 01:27:00" 11266.4
"2021-03-15 01:28:00" 11269.4
"2021-03-15 01:29:00" 11270.5
"2021-03-15 01:30:00" 11268.8
"2021-03-15 01:31:00" 11269.3
"2021-03-15 01:32:00" 11271.6
"2021-03-15 01:33:00" 11276.1
"2021-03-15 01:34:00" 11279.1
"2021-03-15 01:35:00" 11282.7
"2021-03-15 01:36:00" 11284.0
"2021-03-15 01:37:00" 11281.9
"2021-03-15 01:38:00" 11278.1
"2021-03-15 01:39:00" 11278.2
"2021-03-15 01:40:00" 11278.6
"2021-03-15 01:41:00" 11275.5
"2021-03-15 01:42:00" 11272.6
"2021-03-15 01:43:00" 11272.4
"2021-03-15 01:44:00" 11273.6
"2021-03-15 01:45:00" 11277.4
"2021-03-15 01:46:00" 11280.4
"2021-03-15 01:47:00" 11283.4
"2021-03-15 01:48:00" 11284.4
"2021-03-15 01:49:00" 11286.3
"2021-03-15 01:50:00" 11285.0
"2021-03-15 01:51:00" 11283.3
"2021-03-15 01:52:00" 11280.0
"2021-03-15 01:53:00" 11279.4
"2021-03-15 01:54:00" 11271.5
"2021-03-15 01:55:00" 11264.4
"2021-03-15 01:56:00" 11258.8
"2021-03-15 01:57:00" 11257.2
"2021-03-15 01:58:00" 11259.0
"2021-03-15 01:59:00" 11255.8
"2021-03-15 02:00:00" 11252.5
"2021-03-15 02:01:00" 11253.2
"2021-03-15 02:02:00" 11251.6
"2021-03-15 02:03:00" 11251.1
"2021-03-15 02:04:00" 11258.7
"2021-03-15 02:05:00" 11271.3
"2021-03-15 02:06:00" 11276.0
"2021-03-15 02:07:00" 11275.8
"2021-03-15 02:08:00" 11270.2
"2021-03-15 02:09:00" 11271.5
"2021-03-15 02:10:00" 11280.6
"2021-03-15 02:11:00" 11279.2
"2021-03-15 02:12:00" 11277.1
"2021-03-15 02:13:00" 11283.0
"2021-03-15 02:14:00" 11285.9
"2021-03-15 02:15:00" 11290.0
"2021-03-15 02:16:00" 11290.8
"2021-03-15 02:17:00" 11287.7
"2021-03-15 02:18:00" 11289.3
"2021-03-15 02:19:00" 11294.2
"2021-03-15 02:20:00" 11300.1
"2021-03-15 02:21:00" 11302.7
"2021-03-15 02:22:00" 11296.8
"2021-03-15 02:23:00" 11282.4
"2021-03-15 02:24:00" 11262.9
"2021-03-15 02:25:00" 11256.7
"2021-03-15 02:26:00" 11253.9
"2021-03-15 02:27:00" 11253.2
"2021-03-15 02:28:00" 11245.5
"2021-03-15 02:29:00" 11240.3
"2021-03-15 02:30:00" 11238.5
"2021-03-15 02:31:00" 11240.0
"2021-03-15 02:32:00" 11239.0
"2021-03-15 02:33:00" 11243.7
"2021-03-15 02:34:00" 11242.7
"2021-03-15 02:35:00" 11244.4
"2021-03-15 02:36:00" 11244.6
"2021-03-15 02:37:00" 11242.5
"2021-03-15 02:38:00" 11240.3
"2021-03-15 02:39:00" 11234.7
"2021-03-15 02:40:00" 11230.4
"2021-03-15 02:41:00" 11236.6
"2021-03-15 02:42:00" 11247.2
"2021-03-15 02:43:00" 11261.8
"2021-03-15 02:44:00" 11273.4
"2021-03-15 02:45:00" 11282.8
"2021-03-15 02:46:00" 11287.7
"2021-03-15 02:47:00" 11283.4
"2021-03-15 02:48:00" 11285.9
"2021-03-15 02:49:00" 11287.5
"2021-03-15 02:50:00" 11286.4
"2021-03-15 02:51:00" 11286.3
"2021-03-15 02:52:00" 11286.8
"2021-03-15 02:53:00" 11278.5
"2021-03-15 02:54:00" 11275.6
"2021-03-15 02:55:00" 11273.2
"2021-03-15 02:56:00" 11267.5
"2021-03-15 02:57:00" 11264.7
"2021-03-15 02:58:00" 11269.7
"2021-03-15 02:59:00" 11271.0
"2021-03-15 03:00:00" 11267.0
"2021-03-15 03:01:00" 11265.9
"2021-03-15 03:02:00" 11263.3
"2021-03-15 03:03:00" 11259.7
"2021-03-15 03:04:00" 11259.2
"2021-03-15 03:05:00" 11256.5
"2021-03-15 03:06:00" 11258.4
"2021-03-15 03:07:00" 11260.8
"2021-03-15 03:08:00" 11253.9
"2021-03-15 03:09:00" 11252.7
"2021-03-15 03:10:00" 11248.8
"2021-03-15 03:11:00" 11238.9
"2021-03-15 03:12:00" 11234.4
"2021-03-15 03:13:00" 11232.4
"2021-03-15 03:14:00" 11227.3
"2021-03-15 03:15:00" 11226.6
"2021-03-15 03:16:00" 11229.3
"2021-03-15 03:17:00" 11232.2
"2021-03-15 03:18:00" 11242.8
"2021-03-15 03:19:00" 11255.8
"2021-03-15 03:20:00" 11262.0
"2021-03-15 03:21:00" 11261.7
"2021-03-15 03:22:00" 11267.1
"2021-03-15 03:23:00" 11273.9
"2021-03-15 03:24:00" 11277.6
"2021-03-15 03:25:00" 11284.4
"2021-03-15 03:26:00" 11291.1
"2021-03-15 03:27:00" 11289.7
"2021-03-15 03:28:00" 11288.0
"2021-03-15 03:29:00" 11289.1
"2021-03-15 03:30:00" 11290.2
"2021-03-15 03:31:00" 11288.0
"2021-03-15 03:32:00" 11284.6
"2021-03-15 03:33:00" 11286.4
"2021-03-15 03:34:00" 11295.1
"2021-03-15 03:35:00" 11296.6
