timestamp Horiz_jan
"2021-04-09 00:09:00" 11073.7
"2021-04-09 00:09:10" 11073.7
"2021-04-09 00:09:20" 11073.5
"2021-04-09 00:09:30" 11073.8
"2021-04-09 00:09:40" 11073.5
"2021-04-09 00:09:50" 11073.3
"2021-04-09 00:10:00" 11073.3
"2021-04-09 00:10:10" 11073.3
"2021-04-09 00:10:20" 11073.5
"2021-04-09 00:10:30" 11073.3
"2021-04-09 00:10:40" 11073.3
"2021-04-09 00:10:50" 11073.5
"2021-04-09 00:11:00" 11073.7
"2021-04-09 00:11:10" 11073.7
"2021-04-09 00:11:20" 11074.0
"2021-04-09 00:11:30" 11074.2
"2021-04-09 00:11:40" 11074.7
"2021-04-09 00:11:50" 11074.9
"2021-04-09 00:12:00" 11075.2
"2021-04-09 00:12:10" 11075.4
"2021-04-09 00:12:20" 11075.7
"2021-04-09 00:12:30" 11075.9
"2021-04-09 00:12:40" 11075.9
"2021-04-09 00:12:50" 11075.9
"2021-04-09 00:13:00" 11075.9
"2021-04-09 00:13:10" 11075.9
"2021-04-09 00:13:20" 11075.9
"2021-04-09 00:13:30" 11075.9
"2021-04-09 00:13:40" 11075.7
"2021-04-09 00:13:50" 11075.7
"2021-04-09 00:14:00" 11075.7
"2021-04-09 00:14:10" 11075.7
"2021-04-09 00:14:20" 11075.4
"2021-04-09 00:14:30" 11074.9
"2021-04-09 00:14:40" 11074.7
"2021-04-09 00:14:50" 11074.5
"2021-04-09 00:15:00" 11074.5
"2021-04-09 00:15:10" 11074.5
"2021-04-09 00:15:20" 11074.2
"2021-04-09 00:15:30" 11074.0
"2021-04-09 00:15:40" 11073.7
"2021-04-09 00:15:50" 11073.8
"2021-04-09 00:16:00" 11073.8
"2021-04-09 00:16:10" 11073.8
"2021-04-09 00:16:20" 11073.5
"2021-04-09 00:16:30" 11073.0
"2021-04-09 00:16:40" 11072.8
"2021-04-09 00:16:50" 11072.5
"2021-04-09 00:17:00" 11072.3
"2021-04-09 00:17:10" 11072.3
"2021-04-09 00:17:20" 11072.3
"2021-04-09 00:17:30" 11072.1
"2021-04-09 00:17:40" 11071.6
"2021-04-09 00:17:50" 11071.3
"2021-04-09 00:18:00" 11071.1
"2021-04-09 00:18:10" 11070.6
"2021-04-09 00:18:20" 11070.1
"2021-04-09 00:18:30" 11069.9
"2021-04-09 00:18:40" 11069.4
"2021-04-09 00:18:50" 11068.9
"2021-04-09 00:19:00" 11068.4
"2021-04-09 00:19:10" 11068.4
"2021-04-09 00:19:20" 11068.2
"2021-04-09 00:19:30" 11068.2
"2021-04-09 00:19:40" 11068.2
"2021-04-09 00:19:50" 11067.9
"2021-04-09 00:20:00" 11067.7
"2021-04-09 00:20:10" 11067.2
"2021-04-09 00:20:20" 11067.2
"2021-04-09 00:20:30" 11067.2
"2021-04-09 00:20:40" 11067.2
"2021-04-09 00:20:50" 11067.2
"2021-04-09 00:21:00" 11066.9
"2021-04-09 00:21:10" 11066.7
"2021-04-09 00:21:20" 11066.7
"2021-04-09 00:21:30" 11066.7
"2021-04-09 00:21:40" 11066.4
"2021-04-09 00:21:50" 11066.7
"2021-04-09 00:22:00" 11066.7
"2021-04-09 00:22:10" 11066.9
"2021-04-09 00:22:20" 11066.9
"2021-04-09 00:22:30" 11067.2
"2021-04-09 00:22:40" 11067.4
"2021-04-09 00:22:50" 11067.2
"2021-04-09 00:23:00" 11066.9
"2021-04-09 00:23:10" 11066.9
"2021-04-09 00:23:20" 11067.2
"2021-04-09 00:23:30" 11067.2
"2021-04-09 00:23:40" 11067.2
"2021-04-09 00:23:50" 11067.4
"2021-04-09 00:24:00" 11067.4
"2021-04-09 00:24:10" 11067.4
"2021-04-09 00:24:20" 11067.4
"2021-04-09 00:24:30" 11067.4
"2021-04-09 00:24:40" 11067.4
"2021-04-09 00:24:50" 11067.6
"2021-04-09 00:25:00" 11067.4
"2021-04-09 00:25:10" 11067.6
"2021-04-09 00:25:20" 11067.9
"2021-04-09 00:25:30" 11067.6
"2021-04-09 00:25:40" 11067.6
"2021-04-09 00:25:50" 11067.6
"2021-04-09 00:26:00" 11067.6
"2021-04-09 00:26:10" 11067.4
"2021-04-09 00:26:20" 11067.4
"2021-04-09 00:26:30" 11067.6
"2021-04-09 00:26:40" 11067.6
"2021-04-09 00:26:50" 11067.9
"2021-04-09 00:27:00" 11067.9
"2021-04-09 00:27:10" 11068.1
"2021-04-09 00:27:20" 11068.4
"2021-04-09 00:27:30" 11068.4
"2021-04-09 00:27:40" 11068.4
"2021-04-09 00:27:50" 11068.6
"2021-04-09 00:28:00" 11068.6
"2021-04-09 00:28:10" 11068.9
"2021-04-09 00:28:20" 11068.9
"2021-04-09 00:28:30" 11069.1
"2021-04-09 00:28:40" 11069.1
"2021-04-09 00:28:50" 11068.9
"2021-04-09 00:29:00" 11069.1
"2021-04-09 00:29:10" 11069.4
"2021-04-09 00:29:20" 11069.4
"2021-04-09 00:29:30" 11069.4
"2021-04-09 00:29:40" 11069.4
"2021-04-09 00:29:50" 11069.4
"2021-04-09 00:30:00" 11069.6
"2021-04-09 00:30:10" 11069.6
"2021-04-09 00:30:20" 11069.8
"2021-04-09 00:30:30" 11069.8
"2021-04-09 00:30:40" 11069.8
"2021-04-09 00:30:50" 11069.8
"2021-04-09 00:31:00" 11070.1
"2021-04-09 00:31:10" 11069.8
"2021-04-09 00:31:20" 11069.8
"2021-04-09 00:31:30" 11069.8
"2021-04-09 00:31:40" 11069.8
"2021-04-09 00:31:50" 11069.8
"2021-04-09 00:32:00" 11069.8
"2021-04-09 00:32:10" 11069.8
"2021-04-09 00:32:20" 11070.0
"2021-04-09 00:32:30" 11069.8
"2021-04-09 00:32:40" 11069.5
"2021-04-09 00:32:50" 11069.8
"2021-04-09 00:33:00" 11070.0
"2021-04-09 00:33:10" 11070.3
"2021-04-09 00:33:20" 11070.5
"2021-04-09 00:33:30" 11070.5
"2021-04-09 00:33:40" 11071.0
"2021-04-09 00:33:50" 11070.8
"2021-04-09 00:34:00" 11070.8
"2021-04-09 00:34:10" 11071.0
"2021-04-09 00:34:20" 11071.0
"2021-04-09 00:34:30" 11071.0
"2021-04-09 00:34:40" 11070.8
"2021-04-09 00:34:50" 11070.8
"2021-04-09 00:35:00" 11070.8
"2021-04-09 00:35:10" 11071.0
"2021-04-09 00:35:20" 11071.3
"2021-04-09 00:35:30" 11071.0
"2021-04-09 00:35:40" 11071.0
"2021-04-09 00:35:50" 11071.3
"2021-04-09 00:36:00" 11071.3
"2021-04-09 00:36:10" 11071.3
"2021-04-09 00:36:20" 11071.3
"2021-04-09 00:36:30" 11071.3
"2021-04-09 00:36:40" 11071.0
"2021-04-09 00:36:50" 11070.8
"2021-04-09 00:37:00" 11070.8
"2021-04-09 00:37:10" 11070.8
"2021-04-09 00:37:20" 11070.8
"2021-04-09 00:37:30" 11070.8
"2021-04-09 00:37:40" 11070.8
"2021-04-09 00:37:50" 11070.6
"2021-04-09 00:38:00" 11070.6
"2021-04-09 00:38:10" 11070.3
"2021-04-09 00:38:20" 11070.3
"2021-04-09 00:38:30" 11070.6
"2021-04-09 00:38:40" 11071.1
"2021-04-09 00:38:50" 11071.1
"2021-04-09 00:39:00" 11071.1
"2021-04-09 00:39:10" 11071.1
"2021-04-09 00:39:20" 11071.3
"2021-04-09 00:39:30" 11071.6
"2021-04-09 00:39:40" 11071.6
"2021-04-09 00:39:50" 11071.6
"2021-04-09 00:40:00" 11071.6
"2021-04-09 00:40:10" 11071.1
"2021-04-09 00:40:20" 11071.1
"2021-04-09 00:40:30" 11071.3
"2021-04-09 00:40:40" 11071.1
"2021-04-09 00:40:50" 11071.1
"2021-04-09 00:41:00" 11071.1
"2021-04-09 00:41:10" 11070.8
"2021-04-09 00:41:20" 11070.8
"2021-04-09 00:41:30" 11070.8
"2021-04-09 00:41:40" 11071.1
"2021-04-09 00:41:50" 11071.1
"2021-04-09 00:42:00" 11071.1
"2021-04-09 00:42:10" 11071.3
"2021-04-09 00:42:20" 11071.1
"2021-04-09 00:42:30" 11071.3
"2021-04-09 00:42:40" 11071.3
"2021-04-09 00:42:50" 11071.8
"2021-04-09 00:43:00" 11071.8
"2021-04-09 00:43:10" 11071.6
"2021-04-09 00:43:20" 11071.6
"2021-04-09 00:43:30" 11071.6
"2021-04-09 00:43:40" 11071.6
"2021-04-09 00:43:50" 11071.3
"2021-04-09 00:44:00" 11071.3
"2021-04-09 00:44:10" 11071.3
"2021-04-09 00:44:20" 11071.3
"2021-04-09 00:44:30" 11071.1
"2021-04-09 00:44:40" 11071.1
"2021-04-09 00:44:50" 11070.9
"2021-04-09 00:45:00" 11070.6
"2021-04-09 00:45:10" 11070.9
"2021-04-09 00:45:20" 11070.6
"2021-04-09 00:45:30" 11070.6
"2021-04-09 00:45:40" 11070.4
"2021-04-09 00:45:50" 11070.4
"2021-04-09 00:46:00" 11070.1
"2021-04-09 00:46:10" 11070.1
"2021-04-09 00:46:20" 11070.3
"2021-04-09 00:46:30" 11070.6
"2021-04-09 00:46:40" 11070.6
"2021-04-09 00:46:50" 11070.8
"2021-04-09 00:47:00" 11070.6
"2021-04-09 00:47:10" 11070.6
"2021-04-09 00:47:20" 11070.8
"2021-04-09 00:47:30" 11070.8
"2021-04-09 00:47:40" 11070.8
"2021-04-09 00:47:50" 11070.8
"2021-04-09 00:48:00" 11070.6
"2021-04-09 00:48:10" 11070.6
"2021-04-09 00:48:20" 11070.6
"2021-04-09 00:48:30" 11070.6
"2021-04-09 00:48:40" 11070.6
"2021-04-09 00:48:50" 11070.9
"2021-04-09 00:49:00" 11071.4
"2021-04-09 00:49:10" 11071.4
"2021-04-09 00:49:20" 11071.6
"2021-04-09 00:49:30" 11071.6
"2021-04-09 00:49:40" 11071.6
"2021-04-09 00:49:50" 11072.1
"2021-04-09 00:50:00" 11072.1
"2021-04-09 00:50:10" 11072.4
"2021-04-09 00:50:20" 11072.6
"2021-04-09 00:50:30" 11072.8
"2021-04-09 00:50:40" 11072.8
"2021-04-09 00:50:50" 11073.3
"2021-04-09 00:51:00" 11073.6
"2021-04-09 00:51:10" 11073.8
"2021-04-09 00:51:20" 11074.1
"2021-04-09 00:51:30" 11074.1
"2021-04-09 00:51:40" 11073.8
"2021-04-09 00:51:50" 11074.1
"2021-04-09 00:52:00" 11073.8
"2021-04-09 00:52:10" 11073.8
"2021-04-09 00:52:20" 11073.8
"2021-04-09 00:52:30" 11074.1
"2021-04-09 00:52:40" 11074.1
"2021-04-09 00:52:50" 11074.1
"2021-04-09 00:53:00" 11074.3
"2021-04-09 00:53:10" 11074.3
"2021-04-09 00:53:20" 11074.3
"2021-04-09 00:53:30" 11074.5
"2021-04-09 00:53:40" 11074.8
"2021-04-09 00:53:50" 11074.8
"2021-04-09 00:54:00" 11074.5
"2021-04-09 00:54:10" 11074.3
"2021-04-09 00:54:20" 11074.3
"2021-04-09 00:54:30" 11074.3
"2021-04-09 00:54:40" 11074.3
"2021-04-09 00:54:50" 11074.3
"2021-04-09 00:55:00" 11074.3
"2021-04-09 00:55:10" 11074.5
"2021-04-09 00:55:20" 11074.5
"2021-04-09 00:55:30" 11074.3
"2021-04-09 00:55:40" 11074.3
"2021-04-09 00:55:50" 11074.0
"2021-04-09 00:56:00" 11073.8
"2021-04-09 00:56:10" 11073.8
"2021-04-09 00:56:20" 11073.8
"2021-04-09 00:56:30" 11073.5
"2021-04-09 00:56:40" 11073.5
"2021-04-09 00:56:50" 11073.3
"2021-04-09 00:57:00" 11073.3
"2021-04-09 00:57:10" 11073.3
"2021-04-09 00:57:20" 11073.0
"2021-04-09 00:57:30" 11073.0
"2021-04-09 00:57:40" 11072.8
"2021-04-09 00:57:50" 11072.5
"2021-04-09 00:58:00" 11072.5
"2021-04-09 00:58:10" 11072.3
"2021-04-09 00:58:20" 11072.3
"2021-04-09 00:58:30" 11072.0
"2021-04-09 00:58:40" 11071.8
"2021-04-09 00:58:50" 11071.8
"2021-04-09 00:59:00" 11071.3
"2021-04-09 00:59:10" 11071.1
"2021-04-09 00:59:20" 11070.8
"2021-04-09 00:59:30" 11070.6
"2021-04-09 00:59:40" 11070.3
"2021-04-09 00:59:50" 11069.9
"2021-04-09 01:00:00" 11069.9
"2021-04-09 01:00:10" 11069.6
"2021-04-09 01:00:20" 11069.6
"2021-04-09 01:00:30" 11069.6
"2021-04-09 01:00:40" 11069.6
"2021-04-09 01:00:50" 11069.6
"2021-04-09 01:01:00" 11069.4
"2021-04-09 01:01:10" 11069.4
"2021-04-09 01:01:20" 11069.4
"2021-04-09 01:01:30" 11069.6
"2021-04-09 01:01:40" 11069.9
"2021-04-09 01:01:50" 11069.9
"2021-04-09 01:02:00" 11070.1
"2021-04-09 01:02:10" 11069.9
"2021-04-09 01:02:20" 11069.9
"2021-04-09 01:02:30" 11070.1
"2021-04-09 01:02:40" 11070.4
"2021-04-09 01:02:50" 11070.4
"2021-04-09 01:03:00" 11070.4
"2021-04-09 01:03:10" 11070.4
"2021-04-09 01:03:20" 11070.4
"2021-04-09 01:03:30" 11070.1
"2021-04-09 01:03:40" 11070.4
"2021-04-09 01:03:50" 11070.6
"2021-04-09 01:04:00" 11070.4
"2021-04-09 01:04:10" 11070.4
"2021-04-09 01:04:20" 11070.6
"2021-04-09 01:04:30" 11070.6
"2021-04-09 01:04:40" 11070.6
"2021-04-09 01:04:50" 11070.9
"2021-04-09 01:05:00" 11071.1
"2021-04-09 01:05:10" 11071.1
"2021-04-09 01:05:20" 11071.3
"2021-04-09 01:05:30" 11071.1
"2021-04-09 01:05:40" 11071.3
"2021-04-09 01:05:50" 11071.3
"2021-04-09 01:06:00" 11071.6
"2021-04-09 01:06:10" 11071.6
"2021-04-09 01:06:20" 11071.8
"2021-04-09 01:06:30" 11071.8
"2021-04-09 01:06:40" 11071.8
"2021-04-09 01:06:50" 11071.8
"2021-04-09 01:07:00" 11072.1
"2021-04-09 01:07:10" 11072.1
"2021-04-09 01:07:20" 11072.6
"2021-04-09 01:07:30" 11072.5
"2021-04-09 01:07:40" 11072.8
"2021-04-09 01:07:50" 11073.3
"2021-04-09 01:08:00" 11073.3
"2021-04-09 01:08:10" 11073.3
"2021-04-09 01:08:20" 11073.3
"2021-04-09 01:08:30" 11073.0
"2021-04-09 01:08:40" 11073.0
"2021-04-09 01:08:50" 11073.0
"2021-04-09 01:09:00" 11073.3
"2021-04-09 01:09:10" 11073.3
"2021-04-09 01:09:20" 11073.0
"2021-04-09 01:09:30" 11073.3
"2021-04-09 01:09:40" 11073.3
"2021-04-09 01:09:50" 11073.3
"2021-04-09 01:10:00" 11073.3
"2021-04-09 01:10:10" 11073.5
"2021-04-09 01:10:20" 11073.7
"2021-04-09 01:10:30" 11073.8
"2021-04-09 01:10:40" 11073.7
"2021-04-09 01:10:50" 11073.5
"2021-04-09 01:11:00" 11073.7
"2021-04-09 01:11:10" 11073.8
"2021-04-09 01:11:20" 11073.5
"2021-04-09 01:11:30" 11073.3
"2021-04-09 01:11:40" 11073.3
"2021-04-09 01:11:50" 11073.0
"2021-04-09 01:12:00" 11072.8
"2021-04-09 01:12:10" 11072.8
"2021-04-09 01:12:20" 11072.8
"2021-04-09 01:12:30" 11072.5
"2021-04-09 01:12:40" 11072.3
"2021-04-09 01:12:50" 11072.3
"2021-04-09 01:13:00" 11072.3
"2021-04-09 01:13:10" 11072.3
"2021-04-09 01:13:20" 11071.8
"2021-04-09 01:13:30" 11071.6
"2021-04-09 01:13:40" 11071.6
"2021-04-09 01:13:50" 11071.6
"2021-04-09 01:14:00" 11071.6
"2021-04-09 01:14:10" 11071.3
"2021-04-09 01:14:20" 11071.3
"2021-04-09 01:14:30" 11071.3
"2021-04-09 01:14:40" 11071.3
"2021-04-09 01:14:50" 11071.6
"2021-04-09 01:15:00" 11071.6
"2021-04-09 01:15:10" 11071.6
"2021-04-09 01:15:20" 11071.6
"2021-04-09 01:15:30" 11071.6
"2021-04-09 01:15:40" 11071.6
"2021-04-09 01:15:50" 11071.6
"2021-04-09 01:16:00" 11071.6
"2021-04-09 01:16:10" 11071.8
"2021-04-09 01:16:20" 11071.8
"2021-04-09 01:16:30" 11071.8
"2021-04-09 01:16:40" 11071.8
"2021-04-09 01:16:50" 11071.8
"2021-04-09 01:17:00" 11071.8
"2021-04-09 01:17:10" 11071.8
"2021-04-09 01:17:20" 11071.6
"2021-04-09 01:17:30" 11071.8
"2021-04-09 01:17:40" 11071.6
"2021-04-09 01:17:50" 11071.6
"2021-04-09 01:18:00" 11071.6
"2021-04-09 01:18:10" 11071.8
"2021-04-09 01:18:20" 11071.6
"2021-04-09 01:18:30" 11071.8
"2021-04-09 01:18:40" 11071.6
"2021-04-09 01:18:50" 11071.3
"2021-04-09 01:19:00" 11071.3
"2021-04-09 01:19:10" 11071.3
"2021-04-09 01:19:20" 11071.1
"2021-04-09 01:19:30" 11070.9
"2021-04-09 01:19:40" 11070.4
"2021-04-09 01:19:50" 11070.1
"2021-04-09 01:20:00" 11070.1
"2021-04-09 01:20:10" 11069.9
"2021-04-09 01:20:20" 11069.6
"2021-04-09 01:20:30" 11069.6
"2021-04-09 01:20:40" 11069.4
"2021-04-09 01:20:50" 11069.4
"2021-04-09 01:21:00" 11069.4
"2021-04-09 01:21:10" 11069.4
"2021-04-09 01:21:20" 11069.1
"2021-04-09 01:21:30" 11069.4
"2021-04-09 01:21:40" 11069.1
"2021-04-09 01:21:50" 11069.1
"2021-04-09 01:22:00" 11069.1
"2021-04-09 01:22:10" 11068.9
"2021-04-09 01:22:20" 11069.1
"2021-04-09 01:22:30" 11069.2
"2021-04-09 01:22:40" 11069.4
"2021-04-09 01:22:50" 11069.1
"2021-04-09 01:23:00" 11069.4
"2021-04-09 01:23:10" 11069.4
"2021-04-09 01:23:20" 11069.4
"2021-04-09 01:23:30" 11069.4
"2021-04-09 01:23:40" 11069.4
"2021-04-09 01:23:50" 11069.4
"2021-04-09 01:24:00" 11069.4
"2021-04-09 01:24:10" 11069.7
"2021-04-09 01:24:20" 11069.7
"2021-04-09 01:24:30" 11069.6
"2021-04-09 01:24:40" 11069.6
"2021-04-09 01:24:50" 11069.6
"2021-04-09 01:25:00" 11069.9
"2021-04-09 01:25:10" 11069.9
"2021-04-09 01:25:20" 11070.1
"2021-04-09 01:25:30" 11070.4
"2021-04-09 01:25:40" 11070.6
"2021-04-09 01:25:50" 11070.6
"2021-04-09 01:26:00" 11070.9
"2021-04-09 01:26:10" 11070.9
"2021-04-09 01:26:20" 11070.9
"2021-04-09 01:26:30" 11070.9
"2021-04-09 01:26:40" 11070.6
"2021-04-09 01:26:50" 11070.9
"2021-04-09 01:27:00" 11070.9
"2021-04-09 01:27:10" 11071.1
"2021-04-09 01:27:20" 11070.9
"2021-04-09 01:27:30" 11071.1
"2021-04-09 01:27:40" 11071.4
"2021-04-09 01:27:50" 11071.6
"2021-04-09 01:28:00" 11071.6
"2021-04-09 01:28:10" 11071.6
"2021-04-09 01:28:20" 11071.6
"2021-04-09 01:28:30" 11071.4
"2021-04-09 01:28:40" 11071.4
"2021-04-09 01:28:50" 11071.4
"2021-04-09 01:29:00" 11071.3
"2021-04-09 01:29:10" 11071.3
"2021-04-09 01:29:20" 11071.4
"2021-04-09 01:29:30" 11071.6
"2021-04-09 01:29:40" 11071.6
"2021-04-09 01:29:50" 11071.6
"2021-04-09 01:30:00" 11071.4
"2021-04-09 01:30:10" 11071.6
"2021-04-09 01:30:20" 11071.6
"2021-04-09 01:30:30" 11071.6
"2021-04-09 01:30:40" 11071.6
"2021-04-09 01:30:50" 11071.6
"2021-04-09 01:31:00" 11071.6
"2021-04-09 01:31:10" 11071.8
"2021-04-09 01:31:20" 11072.1
"2021-04-09 01:31:30" 11072.3
"2021-04-09 01:31:40" 11072.8
"2021-04-09 01:31:50" 11072.8
"2021-04-09 01:32:00" 11073.0
"2021-04-09 01:32:10" 11072.8
"2021-04-09 01:32:20" 11073.0
"2021-04-09 01:32:30" 11072.8
"2021-04-09 01:32:40" 11073.3
"2021-04-09 01:32:50" 11073.3
"2021-04-09 01:33:00" 11073.0
"2021-04-09 01:33:10" 11073.0
"2021-04-09 01:33:20" 11073.3
"2021-04-09 01:33:30" 11073.3
"2021-04-09 01:33:40" 11073.3
"2021-04-09 01:33:50" 11073.3
"2021-04-09 01:34:00" 11073.0
"2021-04-09 01:34:10" 11073.0
"2021-04-09 01:34:20" 11073.3
"2021-04-09 01:34:30" 11073.3
"2021-04-09 01:34:40" 11073.5
"2021-04-09 01:34:50" 11073.5
"2021-04-09 01:35:00" 11073.3
"2021-04-09 01:35:10" 11073.3
"2021-04-09 01:35:20" 11073.3
"2021-04-09 01:35:30" 11073.3
"2021-04-09 01:35:40" 11073.5
"2021-04-09 01:35:50" 11073.5
"2021-04-09 01:36:00" 11073.8
"2021-04-09 01:36:10" 11074.0
"2021-04-09 01:36:20" 11073.8
"2021-04-09 01:36:30" 11074.2
"2021-04-09 01:36:40" 11074.0
"2021-04-09 01:36:50" 11074.2
"2021-04-09 01:37:00" 11074.0
"2021-04-09 01:37:10" 11074.2
"2021-04-09 01:37:20" 11074.2
"2021-04-09 01:37:30" 11074.2
"2021-04-09 01:37:40" 11074.5
"2021-04-09 01:37:50" 11074.2
"2021-04-09 01:38:00" 11074.0
"2021-04-09 01:38:10" 11073.8
"2021-04-09 01:38:20" 11073.8
"2021-04-09 01:38:30" 11073.5
"2021-04-09 01:38:40" 11073.8
"2021-04-09 01:38:50" 11073.5
"2021-04-09 01:39:00" 11073.3
"2021-04-09 01:39:10" 11073.0
"2021-04-09 01:39:20" 11073.0
"2021-04-09 01:39:30" 11073.3
"2021-04-09 01:39:40" 11073.3
"2021-04-09 01:39:50" 11073.0
"2021-04-09 01:40:00" 11073.0
"2021-04-09 01:40:10" 11073.0
"2021-04-09 01:40:20" 11073.0
"2021-04-09 01:40:30" 11073.0
"2021-04-09 01:40:40" 11073.3
"2021-04-09 01:40:50" 11072.8
"2021-04-09 01:41:00" 11072.8
"2021-04-09 01:41:10" 11072.5
"2021-04-09 01:41:20" 11072.3
"2021-04-09 01:41:30" 11072.1
"2021-04-09 01:41:40" 11072.1
"2021-04-09 01:41:50" 11071.8
"2021-04-09 01:42:00" 11071.8
"2021-04-09 01:42:10" 11071.6
"2021-04-09 01:42:20" 11071.3
"2021-04-09 01:42:30" 11071.1
"2021-04-09 01:42:40" 11071.1
"2021-04-09 01:42:50" 11070.8
"2021-04-09 01:43:00" 11070.6
"2021-04-09 01:43:10" 11070.6
"2021-04-09 01:43:20" 11070.3
"2021-04-09 01:43:30" 11069.8
"2021-04-09 01:43:40" 11069.6
"2021-04-09 01:43:50" 11069.3
"2021-04-09 01:44:00" 11069.1
"2021-04-09 01:44:10" 11068.9
"2021-04-09 01:44:20" 11068.9
"2021-04-09 01:44:30" 11068.6
"2021-04-09 01:44:40" 11068.6
"2021-04-09 01:44:50" 11068.6
"2021-04-09 01:45:00" 11068.4
"2021-04-09 01:45:10" 11068.1
"2021-04-09 01:45:20" 11067.9
"2021-04-09 01:45:30" 11067.9
"2021-04-09 01:45:40" 11067.9
"2021-04-09 01:45:50" 11067.6
"2021-04-09 01:46:00" 11067.6
"2021-04-09 01:46:10" 11067.9
"2021-04-09 01:46:20" 11067.4
"2021-04-09 01:46:30" 11067.4
"2021-04-09 01:46:40" 11067.6
"2021-04-09 01:46:50" 11067.6
"2021-04-09 01:47:00" 11067.4
"2021-04-09 01:47:10" 11067.4
"2021-04-09 01:47:20" 11067.1
"2021-04-09 01:47:30" 11066.6
"2021-04-09 01:47:40" 11066.6
"2021-04-09 01:47:50" 11066.9
"2021-04-09 01:48:00" 11066.6
"2021-04-09 01:48:10" 11066.4
"2021-04-09 01:48:20" 11066.1
"2021-04-09 01:48:30" 11065.9
"2021-04-09 01:48:40" 11065.6
"2021-04-09 01:48:50" 11065.6
"2021-04-09 01:49:00" 11065.1
"2021-04-09 01:49:10" 11064.9
"2021-04-09 01:49:20" 11065.1
"2021-04-09 01:49:30" 11064.9
"2021-04-09 01:49:40" 11064.6
"2021-04-09 01:49:50" 11064.2
"2021-04-09 01:50:00" 11064.2
"2021-04-09 01:50:10" 11063.9
"2021-04-09 01:50:20" 11063.7
"2021-04-09 01:50:30" 11063.7
"2021-04-09 01:50:40" 11063.4
"2021-04-09 01:50:50" 11063.2
"2021-04-09 01:51:00" 11062.9
"2021-04-09 01:51:10" 11062.4
"2021-04-09 01:51:20" 11062.2
"2021-04-09 01:51:30" 11061.9
"2021-04-09 01:51:40" 11061.7
"2021-04-09 01:51:50" 11061.2
"2021-04-09 01:52:00" 11060.9
"2021-04-09 01:52:10" 11060.2
"2021-04-09 01:52:20" 11060.0
"2021-04-09 01:52:30" 11059.7
"2021-04-09 01:52:40" 11058.7
"2021-04-09 01:52:50" 11058.5
"2021-04-09 01:53:00" 11058.0
"2021-04-09 01:53:10" 11057.7
"2021-04-09 01:53:20" 11057.3
"2021-04-09 01:53:30" 11057.0
"2021-04-09 01:53:40" 11056.8
"2021-04-09 01:53:50" 11056.8
"2021-04-09 01:54:00" 11056.8
"2021-04-09 01:54:10" 11056.8
"2021-04-09 01:54:20" 11057.0
"2021-04-09 01:54:30" 11057.0
"2021-04-09 01:54:40" 11057.0
"2021-04-09 01:54:50" 11057.0
"2021-04-09 01:55:00" 11057.0
"2021-04-09 01:55:10" 11057.0
"2021-04-09 01:55:20" 11057.0
"2021-04-09 01:55:30" 11057.0
"2021-04-09 01:55:40" 11057.2
"2021-04-09 01:55:50" 11057.2
"2021-04-09 01:56:00" 11057.2
"2021-04-09 01:56:10" 11057.5
