timestamp Horiz_and
"2021-03-15 02:45:00" 10932.9
"2021-03-15 02:46:00" 10935.7
"2021-03-15 02:47:00" 10933.8
"2021-03-15 02:48:00" 10936.8
"2021-03-15 02:49:00" 10935.8
"2021-03-15 02:50:00" 10935.5
"2021-03-15 02:51:00" 10938.4
"2021-03-15 02:52:00" 10942.3
"2021-03-15 02:53:00" 10934.1
"2021-03-15 02:54:00" 10929.4
"2021-03-15 02:55:00" 10928.1
"2021-03-15 02:56:00" 10922.5
"2021-03-15 02:57:00" 10918.0
"2021-03-15 02:58:00" 10924.8
"2021-03-15 02:59:00" 10926.6
"2021-03-15 03:00:00" 10920.3
"2021-03-15 03:01:00" 10918.2
"2021-03-15 03:02:00" 10914.2
"2021-03-15 03:03:00" 10908.3
"2021-03-15 03:04:00" 10906.7
"2021-03-15 03:05:00" 10903.3
"2021-03-15 03:06:00" 10903.2
"2021-03-15 03:07:00" 10901.1
"2021-03-15 03:08:00" 10894.4
"2021-03-15 03:09:00" 10894.9
"2021-03-15 03:10:00" 10888.9
"2021-03-15 03:11:00" 10871.7
"2021-03-15 03:12:00" 10862.9
"2021-03-15 03:13:00" 10856.1
"2021-03-15 03:14:00" 10845.9
"2021-03-15 03:15:00" 10842.5
"2021-03-15 03:16:00" 10845.7
"2021-03-15 03:17:00" 10848.5
"2021-03-15 03:18:00" 10865.2
"2021-03-15 03:19:00" 10884.5
"2021-03-15 03:20:00" 10898.0
"2021-03-15 03:21:00" 10900.9
"2021-03-15 03:22:00" 10907.5
"2021-03-15 03:23:00" 10917.9
"2021-03-15 03:24:00" 10930.0
"2021-03-15 03:25:00" 10940.4
"2021-03-15 03:26:00" 10952.0
"2021-03-15 03:27:00" 10949.1
"2021-03-15 03:28:00" 10946.6
"2021-03-15 03:29:00" 10945.4
"2021-03-15 03:30:00" 10944.9
"2021-03-15 03:31:00" 10934.0
"2021-03-15 03:32:00" 10928.3
"2021-03-15 03:33:00" 10932.3
"2021-03-15 03:34:00" 10953.1
"2021-03-15 03:35:00" 10963.5
"2021-03-15 03:36:00" 10946.7
"2021-03-15 03:37:00" 10905.1
"2021-03-15 03:38:00" 10910.2
"2021-03-15 03:39:00" 10933.4
"2021-03-15 03:40:00" 10934.3
"2021-03-15 03:41:00" 10937.7
"2021-03-15 03:42:00" 10959.6
"2021-03-15 03:43:00" 10965.0
"2021-03-15 03:44:00" 10984.3
"2021-03-15 03:45:00" 10987.7
"2021-03-15 03:46:00" 10999.2
"2021-03-15 03:47:00" 11004.3
"2021-03-15 03:48:00" 11009.0
"2021-03-15 03:49:00" 11012.1
"2021-03-15 03:50:00" 11006.8
"2021-03-15 03:51:00" 11010.5
"2021-03-15 03:52:00" 11010.0
"2021-03-15 03:53:00" 11008.1
"2021-03-15 03:54:00" 11011.1
"2021-03-15 03:55:00" 11001.9
"2021-03-15 03:56:00" 10994.3
"2021-03-15 03:57:00" 10990.3
"2021-03-15 03:58:00" 10988.4
"2021-03-15 03:59:00" 10988.2
"2021-03-15 04:00:00" 10983.6
"2021-03-15 04:01:00" 10979.5
"2021-03-15 04:02:00" 10971.5
"2021-03-15 04:03:00" 10978.5
"2021-03-15 04:04:00" 10979.8
"2021-03-15 04:05:00" 10963.8
"2021-03-15 04:06:00" 10954.0
"2021-03-15 04:07:00" 10959.3
"2021-03-15 04:08:00" 10964.8
"2021-03-15 04:09:00" 10966.3
"2021-03-15 04:10:00" 10963.8
"2021-03-15 04:11:00" 10966.5
"2021-03-15 04:12:00" 10968.8
"2021-03-15 04:13:00" 10968.8
"2021-03-15 04:14:00" 10972.6
"2021-03-15 04:15:00" 10968.0
"2021-03-15 04:16:00" 10965.0
"2021-03-15 04:17:00" 10966.6
"2021-03-15 04:18:00" 10962.1
"2021-03-15 04:19:00" 10965.0
"2021-03-15 04:20:00" 10965.7
"2021-03-15 04:21:00" 10966.6
"2021-03-15 04:22:00" 10962.6
"2021-03-15 04:23:00" 10963.3
"2021-03-15 04:24:00" 10969.2
"2021-03-15 04:25:00" 10976.2
"2021-03-15 04:26:00" 10978.7
"2021-03-15 04:27:00" 10970.5
"2021-03-15 04:28:00" 10973.4
"2021-03-15 04:29:00" 10970.9
"2021-03-15 04:30:00" 10972.4
"2021-03-15 04:31:00" 10975.8
"2021-03-15 04:32:00" 10972.3
"2021-03-15 04:33:00" 10959.9
"2021-03-15 04:34:00" 10959.1
"2021-03-15 04:35:00" 10961.8
"2021-03-15 04:36:00" 10965.5
"2021-03-15 04:37:00" 10965.7
"2021-03-15 04:38:00" 10963.0
"2021-03-15 04:39:00" 10959.6
"2021-03-15 04:40:00" 10961.2
"2021-03-15 04:41:00" 10961.1
"2021-03-15 04:42:00" 10959.4
"2021-03-15 04:43:00" 10961.8
"2021-03-15 04:44:00" 10975.1
"2021-03-15 04:45:00" 10967.7
"2021-03-15 04:46:00" 10959.8
"2021-03-15 04:47:00" 10957.5
"2021-03-15 04:48:00" 10958.0
"2021-03-15 04:49:00" 10963.4
"2021-03-15 04:50:00" 10961.7
"2021-03-15 04:51:00" 10960.6
"2021-03-15 04:52:00" 10960.8
"2021-03-15 04:53:00" 10962.1
"2021-03-15 04:54:00" 10962.5
"2021-03-15 04:55:00" 10962.1
"2021-03-15 04:56:00" 10961.9
"2021-03-15 04:57:00" 10963.6
"2021-03-15 04:58:00" 10962.3
"2021-03-15 04:59:00" 10956.5
"2021-03-15 05:00:00" 10960.6
"2021-03-15 05:01:00" 10966.5
"2021-03-15 05:02:00" 10966.4
"2021-03-15 05:03:00" 10971.1
"2021-03-15 05:04:00" 10970.6
"2021-03-15 05:05:00" 10967.6
"2021-03-15 05:06:00" 10966.4
"2021-03-15 05:07:00" 10958.1
"2021-03-15 05:08:00" 10951.8
"2021-03-15 05:09:00" 10961.6
"2021-03-15 05:10:00" 10963.7
"2021-03-15 05:11:00" 10956.8
"2021-03-15 05:12:00" 10960.5
"2021-03-15 05:13:00" 10960.1
"2021-03-15 05:14:00" 10953.6
"2021-03-15 05:15:00" 10952.2
"2021-03-15 05:16:00" 10951.8
"2021-03-15 05:17:00" 10968.6
"2021-03-15 05:18:00" 10976.2
"2021-03-15 05:19:00" 10941.0
"2021-03-15 05:20:00" 10943.2
"2021-03-15 05:21:00" 10950.6
"2021-03-15 05:22:00" 10952.1
"2021-03-15 05:23:00" 10960.0
"2021-03-15 05:24:00" 10957.1
"2021-03-15 05:25:00" 10959.4
"2021-03-15 05:26:00" 10957.2
"2021-03-15 05:27:00" 10956.1
"2021-03-15 05:28:00" 10962.2
"2021-03-15 05:29:00" 10959.2
"2021-03-15 05:30:00" 10957.2
"2021-03-15 05:31:00" 10971.2
"2021-03-15 05:32:00" 10958.2
"2021-03-15 05:33:00" 10949.8
"2021-03-15 05:34:00" 10972.9
"2021-03-15 05:35:00" 10959.0
"2021-03-15 05:36:00" 10955.2
"2021-03-15 05:37:00" 10969.8
"2021-03-15 05:38:00" 10952.4
"2021-03-15 05:39:00" 10944.3
"2021-03-15 05:40:00" 10954.9
"2021-03-15 05:41:00" 10946.1
"2021-03-15 05:42:00" 10950.7
"2021-03-15 05:43:00" 10958.5
"2021-03-15 05:44:00" 10950.3
"2021-03-15 05:45:00" 10954.8
"2021-03-15 05:46:00" 10956.4
"2021-03-15 05:47:00" 10951.9
"2021-03-15 05:48:00" 10953.2
"2021-03-15 05:49:00" 10950.8
"2021-03-15 05:50:00" 10953.9
"2021-03-15 05:51:00" 10946.5
"2021-03-15 05:52:00" 10948.5
"2021-03-15 05:53:00" 10958.8
"2021-03-15 05:54:00" 10963.3
"2021-03-15 05:55:00" 10969.7
"2021-03-15 05:56:00" 10967.8
"2021-03-15 05:57:00" 10978.0
"2021-03-15 05:58:00" 10968.9
"2021-03-15 05:59:00" 10964.6
"2021-03-15 06:00:00" 10966.1
"2021-03-15 06:01:00" 10960.3
"2021-03-15 06:02:00" 10955.8
"2021-03-15 06:03:00" 10959.7
"2021-03-15 06:04:00" 10954.2
"2021-03-15 06:05:00" 10958.7
"2021-03-15 06:06:00" 10965.9
"2021-03-15 06:07:00" 10963.5
"2021-03-15 06:08:00" 10974.7
"2021-03-15 06:09:00" 10971.5
"2021-03-15 06:10:00" 10964.6
"2021-03-15 06:11:00" 10978.7
"2021-03-15 06:12:00" 10978.1
"2021-03-15 06:13:00" 10971.5
"2021-03-15 06:14:00" 10982.4
"2021-03-15 06:15:00" 10978.2
"2021-03-15 06:16:00" 10978.4
"2021-03-15 06:17:00" 10981.2
"2021-03-15 06:18:00" 10976.5
"2021-03-15 06:19:00" 10975.1
"2021-03-15 06:20:00" 10981.4
"2021-03-15 06:21:00" 10977.7
"2021-03-15 06:22:00" 10973.8
"2021-03-15 06:23:00" 10979.6
"2021-03-15 06:24:00" 10969.3
"2021-03-15 06:25:00" 10976.7
"2021-03-15 06:26:00" 10987.8
"2021-03-15 06:27:00" 10977.8
"2021-03-15 06:28:00" 10978.0
"2021-03-15 06:29:00" 10980.1
"2021-03-15 06:30:00" 10971.4
"2021-03-15 06:31:00" 10959.9
"2021-03-15 06:32:00" 10964.1
"2021-03-15 06:33:00" 10969.7
"2021-03-15 06:34:00" 10963.4
"2021-03-15 06:35:00" 10963.4
"2021-03-15 06:36:00" 10960.5
"2021-03-15 06:37:00" 10950.2
"2021-03-15 06:38:00" 10960.3
"2021-03-15 06:39:00" 10959.8
"2021-03-15 06:40:00" 10957.2
"2021-03-15 06:41:00" 10964.7
"2021-03-15 06:42:00" 10958.3
"2021-03-15 06:43:00" 10957.0
"2021-03-15 06:44:00" 10953.9
"2021-03-15 06:45:00" 10948.4
"2021-03-15 06:46:00" 10948.3
"2021-03-15 06:47:00" 10952.3
"2021-03-15 06:48:00" 10951.0
"2021-03-15 06:49:00" 10958.4
"2021-03-15 06:50:00" 10961.0
"2021-03-15 06:51:00" 10957.9
"2021-03-15 06:52:00" 10949.9
"2021-03-15 06:53:00" 10955.6
"2021-03-15 06:54:00" 10962.8
"2021-03-15 06:55:00" 10961.7
"2021-03-15 06:56:00" 10971.0
"2021-03-15 06:57:00" 10988.7
"2021-03-15 06:58:00" 10996.4
"2021-03-15 06:59:00" 10987.4
"2021-03-15 07:00:00" 10984.3
"2021-03-15 07:01:00" 10990.5
"2021-03-15 07:02:00" 10975.6
"2021-03-15 07:03:00" 10966.8
"2021-03-15 07:04:00" 10973.1
"2021-03-15 07:05:00" 10964.1
"2021-03-15 07:06:00" 10954.3
"2021-03-15 07:07:00" 10954.7
"2021-03-15 07:08:00" 10961.8
"2021-03-15 07:09:00" 10970.8
"2021-03-15 07:10:00" 10964.1
"2021-03-15 07:11:00" 10953.5
"2021-03-15 07:12:00" 10964.4
"2021-03-15 07:13:00" 10977.2
"2021-03-15 07:14:00" 10969.5
"2021-03-15 07:15:00" 10964.8
"2021-03-15 07:16:00" 10968.7
"2021-03-15 07:17:00" 10958.0
"2021-03-15 07:18:00" 10964.9
"2021-03-15 07:19:00" 10964.3
"2021-03-15 07:20:00" 10962.3
"2021-03-15 07:21:00" 10959.8
"2021-03-15 07:22:00" 10959.1
"2021-03-15 07:23:00" 10962.3
"2021-03-15 07:24:00" 10954.4
"2021-03-15 07:25:00" 10952.0
"2021-03-15 07:26:00" 10964.9
"2021-03-15 07:27:00" 10963.9
"2021-03-15 07:28:00" 10949.6
"2021-03-15 07:29:00" 10954.3
"2021-03-15 07:30:00" 10952.0
"2021-03-15 07:31:00" 10949.6
"2021-03-15 07:32:00" 10946.8
"2021-03-15 07:33:00" 10944.0
"2021-03-15 07:34:00" 10937.1
"2021-03-15 07:35:00" 10934.4
"2021-03-15 07:36:00" 10935.9
"2021-03-15 07:37:00" 10951.5
"2021-03-15 07:38:00" 10964.8
"2021-03-15 07:39:00" 10954.8
"2021-03-15 07:40:00" 10949.3
"2021-03-15 07:41:00" 10957.1
"2021-03-15 07:42:00" 10958.6
"2021-03-15 07:43:00" 10958.4
"2021-03-15 07:44:00" 10959.6
"2021-03-15 07:45:00" 10950.1
"2021-03-15 07:46:00" 10942.9
"2021-03-15 07:47:00" 10947.1
"2021-03-15 07:48:00" 10955.4
"2021-03-15 07:49:00" 10952.9
"2021-03-15 07:50:00" 10943.0
"2021-03-15 07:51:00" 10943.3
"2021-03-15 07:52:00" 10952.2
"2021-03-15 07:53:00" 10950.2
"2021-03-15 07:54:00" 10947.0
"2021-03-15 07:55:00" 10949.6
"2021-03-15 07:56:00" 10956.7
"2021-03-15 07:57:00" 10947.6
"2021-03-15 07:58:00" 10946.4
"2021-03-15 07:59:00" 10952.6
"2021-03-15 08:00:00" 10948.8
"2021-03-15 08:01:00" 10943.3
"2021-03-15 08:02:00" 10943.1
"2021-03-15 08:03:00" 10942.0
"2021-03-15 08:04:00" 10936.8
"2021-03-15 08:05:00" 10936.7
"2021-03-15 08:06:00" 10938.5
"2021-03-15 08:07:00" 10935.1
"2021-03-15 08:08:00" 10924.1
"2021-03-15 08:09:00" 10918.9
"2021-03-15 08:10:00" 10934.5
"2021-03-15 08:11:00" 10955.2
"2021-03-15 08:12:00" 10951.5
"2021-03-15 08:13:00" 10940.0
"2021-03-15 08:14:00" 10950.3
"2021-03-15 08:15:00" 10954.6
"2021-03-15 08:16:00" 10949.5
"2021-03-15 08:17:00" 10949.9
"2021-03-15 08:18:00" 10948.4
"2021-03-15 08:19:00" 10945.5
"2021-03-15 08:20:00" 10944.9
"2021-03-15 08:21:00" 10944.9
"2021-03-15 08:22:00" 10950.3
"2021-03-15 08:23:00" 10949.6
"2021-03-15 08:24:00" 10946.7
"2021-03-15 08:25:00" 10946.5
"2021-03-15 08:26:00" 10949.2
"2021-03-15 08:27:00" 10947.1
"2021-03-15 08:28:00" 10945.0
"2021-03-15 08:29:00" 10947.3
"2021-03-15 08:30:00" 10948.0
"2021-03-15 08:31:00" 10943.3
"2021-03-15 08:32:00" 10942.9
"2021-03-15 08:33:00" 10945.0
"2021-03-15 08:34:00" 10944.9
"2021-03-15 08:35:00" 10938.6
"2021-03-15 08:36:00" 10940.4
"2021-03-15 08:37:00" 10944.8
"2021-03-15 08:38:00" 10943.2
"2021-03-15 08:39:00" 10939.8
"2021-03-15 08:40:00" 10935.5
"2021-03-15 08:41:00" 10937.5
"2021-03-15 08:42:00" 10942.7
"2021-03-15 08:43:00" 10950.3
"2021-03-15 08:44:00" 10947.0
"2021-03-15 08:45:00" 10938.3
"2021-03-15 08:46:00" 10935.5
"2021-03-15 08:47:00" 10942.0
"2021-03-15 08:48:00" 10947.8
"2021-03-15 08:49:00" 10947.2
"2021-03-15 08:50:00" 10945.5
"2021-03-15 08:51:00" 10942.1
"2021-03-15 08:52:00" 10941.6
"2021-03-15 08:53:00" 10940.4
"2021-03-15 08:54:00" 10944.6
"2021-03-15 08:55:00" 10947.7
"2021-03-15 08:56:00" 10944.9
"2021-03-15 08:57:00" 10942.5
"2021-03-15 08:58:00" 10940.9
"2021-03-15 08:59:00" 10941.5
"2021-03-15 09:00:00" 10946.8
"2021-03-15 09:01:00" 10945.6
"2021-03-15 09:02:00" 10940.0
"2021-03-15 09:03:00" 10947.8
"2021-03-15 09:04:00" 10942.2
"2021-03-15 09:05:00" 10940.6
"2021-03-15 09:06:00" 10947.4
"2021-03-15 09:07:00" 10947.5
"2021-03-15 09:08:00" 10948.1
"2021-03-15 09:09:00" 10947.3
"2021-03-15 09:10:00" 10941.3
"2021-03-15 09:11:00" 10940.5
"2021-03-15 09:12:00" 10940.0
"2021-03-15 09:13:00" 10935.9
"2021-03-15 09:14:00" 10934.5
"2021-03-15 09:15:00" 10935.7
"2021-03-15 09:16:00" 10930.0
"2021-03-15 09:17:00" 10931.6
"2021-03-15 09:18:00" 10932.1
"2021-03-15 09:19:00" 10929.7
"2021-03-15 09:20:00" 10933.9
"2021-03-15 09:21:00" 10935.4
"2021-03-15 09:22:00" 10932.2
"2021-03-15 09:23:00" 10933.4
"2021-03-15 09:24:00" 10940.5
"2021-03-15 09:25:00" 10940.5
"2021-03-15 09:26:00" 10937.4
"2021-03-15 09:27:00" 10942.5
"2021-03-15 09:28:00" 10943.6
"2021-03-15 09:29:00" 10940.5
"2021-03-15 09:30:00" 10946.1
"2021-03-15 09:31:00" 10945.6
"2021-03-15 09:32:00" 10943.9
"2021-03-15 09:33:00" 10948.7
"2021-03-15 09:34:00" 10952.8
"2021-03-15 09:35:00" 10950.5
"2021-03-15 09:36:00" 10954.3
"2021-03-15 09:37:00" 10957.3
"2021-03-15 09:38:00" 10959.7
"2021-03-15 09:39:00" 10956.0
"2021-03-15 09:40:00" 10945.9
"2021-03-15 09:41:00" 10932.3
"2021-03-15 09:42:00" 10931.0
"2021-03-15 09:43:00" 10938.9
"2021-03-15 09:44:00" 10937.8
"2021-03-15 09:45:00" 10935.6
"2021-03-15 09:46:00" 10930.2
"2021-03-15 09:47:00" 10927.2
"2021-03-15 09:48:00" 10928.4
"2021-03-15 09:49:00" 10936.5
"2021-03-15 09:50:00" 10942.9
"2021-03-15 09:51:00" 10937.9
"2021-03-15 09:52:00" 10935.0
"2021-03-15 09:53:00" 10930.3
"2021-03-15 09:54:00" 10933.9
"2021-03-15 09:55:00" 10933.6
"2021-03-15 09:56:00" 10933.5
"2021-03-15 09:57:00" 10937.9
"2021-03-15 09:58:00" 10936.6
"2021-03-15 09:59:00" 10934.2
"2021-03-15 10:00:00" 10932.2
"2021-03-15 10:01:00" 10938.4
"2021-03-15 10:02:00" 10938.6
"2021-03-15 10:03:00" 10941.9
"2021-03-15 10:04:00" 10949.3
"2021-03-15 10:05:00" 10950.9
"2021-03-15 10:06:00" 10948.2
"2021-03-15 10:07:00" 10940.3
"2021-03-15 10:08:00" 10948.2
"2021-03-15 10:09:00" 10950.9
"2021-03-15 10:10:00" 10951.9
"2021-03-15 10:11:00" 10954.3
"2021-03-15 10:12:00" 10949.7
"2021-03-15 10:13:00" 10945.0
"2021-03-15 10:14:00" 10942.5
"2021-03-15 10:15:00" 10938.3
"2021-03-15 10:16:00" 10932.8
"2021-03-15 10:17:00" 10932.1
"2021-03-15 10:18:00" 10932.3
"2021-03-15 10:19:00" 10929.7
"2021-03-15 10:20:00" 10930.6
"2021-03-15 10:21:00" 10932.3
"2021-03-15 10:22:00" 10931.7
"2021-03-15 10:23:00" 10931.2
"2021-03-15 10:24:00" 10929.8
"2021-03-15 10:25:00" 10928.8
"2021-03-15 10:26:00" 10930.6
"2021-03-15 10:27:00" 10929.0
"2021-03-15 10:28:00" 10925.7
"2021-03-15 10:29:00" 10929.6
"2021-03-15 10:30:00" 10934.9
"2021-03-15 10:31:00" 10936.5
"2021-03-15 10:32:00" 10937.6
"2021-03-15 10:33:00" 10930.4
"2021-03-15 10:34:00" 10927.9
"2021-03-15 10:35:00" 10942.3
"2021-03-15 10:36:00" 10941.6
"2021-03-15 10:37:00" 10939.4
"2021-03-15 10:38:00" 10937.1
"2021-03-15 10:39:00" 10933.4
"2021-03-15 10:40:00" 10928.5
"2021-03-15 10:41:00" 10928.1
"2021-03-15 10:42:00" 10928.8
"2021-03-15 10:43:00" 10931.6
"2021-03-15 10:44:00" 10931.5
"2021-03-15 10:45:00" 10928.5
"2021-03-15 10:46:00" 10930.4
"2021-03-15 10:47:00" 10931.9
"2021-03-15 10:48:00" 10928.7
"2021-03-15 10:49:00" 10929.1
"2021-03-15 10:50:00" 10932.4
"2021-03-15 10:51:00" 10933.8
"2021-03-15 10:52:00" 10929.8
"2021-03-15 10:53:00" 10926.1
"2021-03-15 10:54:00" 10926.5
"2021-03-15 10:55:00" 10925.0
"2021-03-15 10:56:00" 10923.9
"2021-03-15 10:57:00" 10926.1
"2021-03-15 10:58:00" 10928.7
"2021-03-15 10:59:00" 10930.5
"2021-03-15 11:00:00" 10932.2
"2021-03-15 11:01:00" 10934.9
"2021-03-15 11:02:00" 10938.2
"2021-03-15 11:03:00" 10936.6
"2021-03-15 11:04:00" 10935.9
"2021-03-15 11:05:00" 10938.9
"2021-03-15 11:06:00" 10938.4
"2021-03-15 11:07:00" 10938.1
"2021-03-15 11:08:00" 10938.6
"2021-03-15 11:09:00" 10939.2
"2021-03-15 11:10:00" 10939.0
"2021-03-15 11:11:00" 10938.3
"2021-03-15 11:12:00" 10936.4
"2021-03-15 11:13:00" 10936.2
"2021-03-15 11:14:00" 10934.6
"2021-03-15 11:15:00" 10932.1
"2021-03-15 11:16:00" 10938.2
"2021-03-15 11:17:00" 10939.6
"2021-03-15 11:18:00" 10937.2
"2021-03-15 11:19:00" 10937.1
"2021-03-15 11:20:00" 10936.6
"2021-03-15 11:21:00" 10936.6
"2021-03-15 11:22:00" 10937.9
"2021-03-15 11:23:00" 10939.3
"2021-03-15 11:24:00" 10935.8
"2021-03-15 11:25:00" 10935.8
"2021-03-15 11:26:00" 10937.3
"2021-03-15 11:27:00" 10937.1
"2021-03-15 11:28:00" 10938.5
"2021-03-15 11:29:00" 10938.9
"2021-03-15 11:30:00" 10938.4
"2021-03-15 11:31:00" 10936.9
"2021-03-15 11:32:00" 10939.7
"2021-03-15 11:33:00" 10940.3
 
"2021-03-15 11:34:00" 10941.0
"2021-03-15 11:35:00" 10943.1
"2021-03-15 11:36:00" 10944.5
"2021-03-15 11:37:00" 10944.0
"2021-03-15 11:38:00" 10942.1
