timestamp Horiz_mas
"2021-03-15 02:35:00" 10740.9
"2021-03-15 02:36:00" 10739.1
"2021-03-15 02:37:00" 10736.1
"2021-03-15 02:38:00" 10732.6
"2021-03-15 02:39:00" 10727.3
"2021-03-15 02:40:00" 10726.4
"2021-03-15 02:41:00" 10736.9
"2021-03-15 02:42:00" 10746.9
"2021-03-15 02:43:00" 10759.0
"2021-03-15 02:44:00" 10768.9
"2021-03-15 02:45:00" 10775.5
"2021-03-15 02:46:00" 10778.2
"2021-03-15 02:47:00" 10777.2
"2021-03-15 02:48:00" 10778.9
"2021-03-15 02:49:00" 10780.2
"2021-03-15 02:50:00" 10776.5
"2021-03-15 02:51:00" 10775.5
"2021-03-15 02:52:00" 10777.7
"2021-03-15 02:53:00" 10770.0
"2021-03-15 02:54:00" 10766.9
"2021-03-15 02:55:00" 10764.2
"2021-03-15 02:56:00" 10760.1
"2021-03-15 02:57:00" 10759.5
"2021-03-15 02:58:00" 10762.6
"2021-03-15 02:59:00" 10763.4
"2021-03-15 03:00:00" 10757.1
"2021-03-15 03:01:00" 10754.0
"2021-03-15 03:02:00" 10755.3
"2021-03-15 03:03:00" 10754.2
"2021-03-15 03:04:00" 10750.7
"2021-03-15 03:05:00" 10744.8
"2021-03-15 03:06:00" 10747.5
"2021-03-15 03:07:00" 10748.8
"2021-03-15 03:08:00" 10744.2
"2021-03-15 03:09:00" 10744.7
"2021-03-15 03:10:00" 10740.7
"2021-03-15 03:11:00" 10729.3
"2021-03-15 03:12:00" 10727.6
"2021-03-15 03:13:00" 10721.6
"2021-03-15 03:14:00" 10711.1
"2021-03-15 03:15:00" 10712.2
"2021-03-15 03:16:00" 10715.7
"2021-03-15 03:17:00" 10714.3
"2021-03-15 03:18:00" 10727.1
"2021-03-15 03:19:00" 10745.4
"2021-03-15 03:20:00" 10750.0
"2021-03-15 03:21:00" 10748.5
"2021-03-15 03:22:00" 10756.6
"2021-03-15 03:23:00" 10765.3
"2021-03-15 03:24:00" 10769.5
"2021-03-15 03:25:00" 10776.5
"2021-03-15 03:26:00" 10781.8
"2021-03-15 03:27:00" 10774.1
"2021-03-15 03:28:00" 10777.7
"2021-03-15 03:29:00" 10780.5
"2021-03-15 03:30:00" 10773.4
"2021-03-15 03:31:00" 10758.1
"2021-03-15 03:32:00" 10752.0
"2021-03-15 03:33:00" 10757.5
"2021-03-15 03:34:00" 10777.6
"2021-03-15 03:35:00" 10781.3
"2021-03-15 03:36:00" 10747.4
"2021-03-15 03:37:00" 10736.4
"2021-03-15 03:38:00" 10770.8
"2021-03-15 03:39:00" 10779.2
"2021-03-15 03:40:00" 10759.3
"2021-03-15 03:41:00" 10787.1
"2021-03-15 03:42:00" 10787.3
"2021-03-15 03:43:00" 10798.6
"2021-03-15 03:44:00" 10815.6
"2021-03-15 03:45:00" 10822.4
"2021-03-15 03:46:00" 10825.7
"2021-03-15 03:47:00" 10827.5
"2021-03-15 03:48:00" 10833.2
"2021-03-15 03:49:00" 10826.9
"2021-03-15 03:50:00" 10825.5
"2021-03-15 03:51:00" 10827.5
"2021-03-15 03:52:00" 10827.5
"2021-03-15 03:53:00" 10831.5
"2021-03-15 03:54:00" 10826.0
"2021-03-15 03:55:00" 10823.6
"2021-03-15 03:56:00" 10818.7
"2021-03-15 03:57:00" 10813.2
"2021-03-15 03:58:00" 10818.4
"2021-03-15 03:59:00" 10815.0
"2021-03-15 04:00:00" 10812.8
"2021-03-15 04:01:00" 10810.8
"2021-03-15 04:02:00" 10807.6
"2021-03-15 04:03:00" 10816.9
"2021-03-15 04:04:00" 10808.9
"2021-03-15 04:05:00" 10789.7
"2021-03-15 04:06:00" 10789.5
"2021-03-15 04:07:00" 10797.2
"2021-03-15 04:08:00" 10800.8
"2021-03-15 04:09:00" 10794.9
"2021-03-15 04:10:00" 10794.3
"2021-03-15 04:11:00" 10800.4
"2021-03-15 04:12:00" 10797.0
"2021-03-15 04:13:00" 10794.2
"2021-03-15 04:14:00" 10798.1
"2021-03-15 04:15:00" 10792.4
"2021-03-15 04:16:00" 10796.9
"2021-03-15 04:17:00" 10793.8
"2021-03-15 04:18:00" 10789.8
"2021-03-15 04:19:00" 10798.2
"2021-03-15 04:20:00" 10795.3
"2021-03-15 04:21:00" 10796.8
"2021-03-15 04:22:00" 10792.5
"2021-03-15 04:23:00" 10797.6
"2021-03-15 04:24:00" 10801.9
"2021-03-15 04:25:00" 10804.6
"2021-03-15 04:26:00" 10795.7
"2021-03-15 04:27:00" 10790.9
"2021-03-15 04:28:00" 10794.3
"2021-03-15 04:29:00" 10793.6
"2021-03-15 04:30:00" 10796.8
"2021-03-15 04:31:00" 10795.8
"2021-03-15 04:32:00" 10788.3
"2021-03-15 04:33:00" 10782.9
"2021-03-15 04:34:00" 10787.5
"2021-03-15 04:35:00" 10788.6
"2021-03-15 04:36:00" 10794.7
"2021-03-15 04:37:00" 10790.6
"2021-03-15 04:38:00" 10788.1
"2021-03-15 04:39:00" 10789.5
"2021-03-15 04:40:00" 10792.5
"2021-03-15 04:41:00" 10788.4
"2021-03-15 04:42:00" 10789.4
"2021-03-15 04:43:00" 10799.5
"2021-03-15 04:44:00" 10807.3
"2021-03-15 04:45:00" 10792.5
"2021-03-15 04:46:00" 10792.7
"2021-03-15 04:47:00" 10787.7
"2021-03-15 04:48:00" 10792.1
"2021-03-15 04:49:00" 10797.1
"2021-03-15 04:50:00" 10791.4
"2021-03-15 04:51:00" 10791.3
"2021-03-15 04:52:00" 10795.1
"2021-03-15 04:53:00" 10788.9
"2021-03-15 04:54:00" 10792.8
"2021-03-15 04:55:00" 10791.3
"2021-03-15 04:56:00" 10790.6
"2021-03-15 04:57:00" 10791.3
"2021-03-15 04:58:00" 10786.1
"2021-03-15 04:59:00" 10785.3
"2021-03-15 05:00:00" 10790.4
"2021-03-15 05:01:00" 10793.7
"2021-03-15 05:02:00" 10797.2
"2021-03-15 05:03:00" 10798.1
"2021-03-15 05:04:00" 10793.6
"2021-03-15 05:05:00" 10795.4
"2021-03-15 05:06:00" 10791.4
"2021-03-15 05:07:00" 10784.7
"2021-03-15 05:08:00" 10786.8
"2021-03-15 05:09:00" 10794.8
"2021-03-15 05:10:00" 10788.2
"2021-03-15 05:11:00" 10789.6
"2021-03-15 05:12:00" 10791.8
"2021-03-15 05:13:00" 10784.8
"2021-03-15 05:14:00" 10784.6
"2021-03-15 05:15:00" 10782.7
"2021-03-15 05:16:00" 10790.6
"2021-03-15 05:17:00" 10811.6
"2021-03-15 05:18:00" 10784.8
"2021-03-15 05:19:00" 10769.1
"2021-03-15 05:20:00" 10789.8
"2021-03-15 05:21:00" 10776.5
"2021-03-15 05:22:00" 10788.8
"2021-03-15 05:23:00" 10797.8
"2021-03-15 05:24:00" 10785.6
"2021-03-15 05:25:00" 10789.2
"2021-03-15 05:26:00" 10788.8
"2021-03-15 05:27:00" 10788.7
"2021-03-15 05:28:00" 10796.7
"2021-03-15 05:29:00" 10787.4
"2021-03-15 05:30:00" 10799.8
"2021-03-15 05:31:00" 10800.0
"2021-03-15 05:32:00" 10772.1
"2021-03-15 05:33:00" 10796.5
"2021-03-15 05:34:00" 10799.7
"2021-03-15 05:35:00" 10776.0
"2021-03-15 05:36:00" 10795.5
"2021-03-15 05:37:00" 10794.6
"2021-03-15 05:38:00" 10769.6
"2021-03-15 05:39:00" 10776.6
"2021-03-15 05:40:00" 10785.2
"2021-03-15 05:41:00" 10771.2
"2021-03-15 05:42:00" 10779.7
"2021-03-15 05:43:00" 10786.8
"2021-03-15 05:44:00" 10777.1
"2021-03-15 05:45:00" 10777.6
"2021-03-15 05:46:00" 10784.3
"2021-03-15 05:47:00" 10777.2
"2021-03-15 05:48:00" 10777.2
"2021-03-15 05:49:00" 10781.2
"2021-03-15 05:50:00" 10782.6
"2021-03-15 05:51:00" 10772.9
"2021-03-15 05:52:00" 10783.0
"2021-03-15 05:53:00" 10792.8
"2021-03-15 05:54:00" 10789.0
"2021-03-15 05:55:00" 10788.9
"2021-03-15 05:56:00" 10796.1
"2021-03-15 05:57:00" 10803.2
"2021-03-15 05:58:00" 10786.9
"2021-03-15 05:59:00" 10790.0
"2021-03-15 06:00:00" 10789.9
"2021-03-15 06:01:00" 10783.4
"2021-03-15 06:02:00" 10782.5
"2021-03-15 06:03:00" 10783.7
"2021-03-15 06:04:00" 10776.8
"2021-03-15 06:05:00" 10787.0
"2021-03-15 06:06:00" 10786.6
"2021-03-15 06:07:00" 10787.4
"2021-03-15 06:08:00" 10792.9
"2021-03-15 06:09:00" 10782.0
"2021-03-15 06:10:00" 10789.1
"2021-03-15 06:11:00" 10797.8
"2021-03-15 06:12:00" 10784.0
"2021-03-15 06:13:00" 10794.3
"2021-03-15 06:14:00" 10797.6
"2021-03-15 06:15:00" 10786.3
"2021-03-15 06:16:00" 10799.2
"2021-03-15 06:17:00" 10795.4
"2021-03-15 06:18:00" 10785.1
"2021-03-15 06:19:00" 10803.9
"2021-03-15 06:20:00" 10797.5
"2021-03-15 06:21:00" 10786.8
"2021-03-15 06:22:00" 10794.6
"2021-03-15 06:23:00" 10796.9
"2021-03-15 06:24:00" 10784.9
"2021-03-15 06:25:00" 10806.0
"2021-03-15 06:26:00" 10805.4
"2021-03-15 06:27:00" 10793.9
"2021-03-15 06:28:00" 10804.9
"2021-03-15 06:29:00" 10798.7
"2021-03-15 06:30:00" 10785.1
"2021-03-15 06:31:00" 10785.5
"2021-03-15 06:32:00" 10790.0
"2021-03-15 06:33:00" 10794.2
"2021-03-15 06:34:00" 10787.5
"2021-03-15 06:35:00" 10785.6
"2021-03-15 06:36:00" 10779.0
"2021-03-15 06:37:00" 10779.5
"2021-03-15 06:38:00" 10792.0
"2021-03-15 06:39:00" 10781.2
"2021-03-15 06:40:00" 10782.6
"2021-03-15 06:41:00" 10789.6
"2021-03-15 06:42:00" 10782.7
"2021-03-15 06:43:00" 10779.9
"2021-03-15 06:44:00" 10777.2
"2021-03-15 06:45:00" 10771.7
"2021-03-15 06:46:00" 10778.8
"2021-03-15 06:47:00" 10777.8
"2021-03-15 06:48:00" 10781.7
"2021-03-15 06:49:00" 10785.4
"2021-03-15 06:50:00" 10782.9
"2021-03-15 06:51:00" 10780.6
"2021-03-15 06:52:00" 10779.6
"2021-03-15 06:53:00" 10790.2
"2021-03-15 06:54:00" 10790.1
"2021-03-15 06:55:00" 10791.6
"2021-03-15 06:56:00" 10803.4
"2021-03-15 06:57:00" 10813.0
"2021-03-15 06:58:00" 10799.6
"2021-03-15 06:59:00" 10793.5
"2021-03-15 07:00:00" 10800.3
"2021-03-15 07:01:00" 10789.2
"2021-03-15 07:02:00" 10783.2
"2021-03-15 07:03:00" 10787.0
"2021-03-15 07:04:00" 10780.8
"2021-03-15 07:05:00" 10780.7
"2021-03-15 07:06:00" 10780.5
"2021-03-15 07:07:00" 10779.4
"2021-03-15 07:08:00" 10790.8
"2021-03-15 07:09:00" 10787.2
"2021-03-15 07:10:00" 10770.2
"2021-03-15 07:11:00" 10780.2
"2021-03-15 07:12:00" 10788.9
"2021-03-15 07:13:00" 10785.0
"2021-03-15 07:14:00" 10783.6
"2021-03-15 07:15:00" 10780.2
"2021-03-15 07:16:00" 10779.8
"2021-03-15 07:17:00" 10780.0
"2021-03-15 07:18:00" 10779.5
"2021-03-15 07:19:00" 10783.8
"2021-03-15 07:20:00" 10791.3
"2021-03-15 07:21:00" 10781.5
"2021-03-15 07:22:00" 10783.0
"2021-03-15 07:23:00" 10786.1
"2021-03-15 07:24:00" 10781.5
"2021-03-15 07:25:00" 10781.3
"2021-03-15 07:26:00" 10785.1
"2021-03-15 07:27:00" 10779.0
"2021-03-15 07:28:00" 10769.1
"2021-03-15 07:29:00" 10767.0
"2021-03-15 07:30:00" 10765.9
"2021-03-15 07:31:00" 10771.1
"2021-03-15 07:32:00" 10763.5
"2021-03-15 07:33:00" 10757.3
"2021-03-15 07:34:00" 10761.4
"2021-03-15 07:35:00" 10764.1
"2021-03-15 07:36:00" 10770.6
"2021-03-15 07:37:00" 10787.0
"2021-03-15 07:38:00" 10781.7
"2021-03-15 07:39:00" 10776.0
"2021-03-15 07:40:00" 10776.3
"2021-03-15 07:41:00" 10778.4
"2021-03-15 07:42:00" 10775.8
"2021-03-15 07:43:00" 10776.2
"2021-03-15 07:44:00" 10775.1
"2021-03-15 07:45:00" 10766.0
"2021-03-15 07:46:00" 10762.7
"2021-03-15 07:47:00" 10768.3
"2021-03-15 07:48:00" 10774.7
"2021-03-15 07:49:00" 10771.6
"2021-03-15 07:50:00" 10764.9
"2021-03-15 07:51:00" 10767.2
"2021-03-15 07:52:00" 10769.9
"2021-03-15 07:53:00" 10767.9
"2021-03-15 07:54:00" 10769.1
"2021-03-15 07:55:00" 10773.4
"2021-03-15 07:56:00" 10773.1
"2021-03-15 07:57:00" 10764.9
"2021-03-15 07:58:00" 10765.5
"2021-03-15 07:59:00" 10772.8
"2021-03-15 08:00:00" 10766.5
"2021-03-15 08:01:00" 10760.7
"2021-03-15 08:02:00" 10761.7
"2021-03-15 08:03:00" 10764.4
"2021-03-15 08:04:00" 10757.8
"2021-03-15 08:05:00" 10757.8
"2021-03-15 08:06:00" 10761.1
"2021-03-15 08:07:00" 10759.7
"2021-03-15 08:08:00" 10753.3
"2021-03-15 08:09:00" 10759.0
"2021-03-15 08:10:00" 10773.3
"2021-03-15 08:11:00" 10772.7
"2021-03-15 08:12:00" 10759.4
"2021-03-15 08:13:00" 10764.7
"2021-03-15 08:14:00" 10774.1
"2021-03-15 08:15:00" 10769.8
"2021-03-15 08:16:00" 10766.5
"2021-03-15 08:17:00" 10768.0
"2021-03-15 08:18:00" 10768.6
"2021-03-15 08:19:00" 10766.4
"2021-03-15 08:20:00" 10764.6
"2021-03-15 08:21:00" 10765.2
"2021-03-15 08:22:00" 10772.6
"2021-03-15 08:23:00" 10771.3
"2021-03-15 08:24:00" 10768.5
"2021-03-15 08:25:00" 10769.5
"2021-03-15 08:26:00" 10767.6
"2021-03-15 08:27:00" 10767.7
"2021-03-15 08:28:00" 10768.7
"2021-03-15 08:29:00" 10768.1
"2021-03-15 08:30:00" 10767.4
"2021-03-15 08:31:00" 10764.5
"2021-03-15 08:32:00" 10765.4
"2021-03-15 08:33:00" 10765.7
"2021-03-15 08:34:00" 10763.2
"2021-03-15 08:35:00" 10760.5
"2021-03-15 08:36:00" 10764.4
"2021-03-15 08:37:00" 10765.4
"2021-03-15 08:38:00" 10762.2
"2021-03-15 08:39:00" 10759.0
"2021-03-15 08:40:00" 10757.9
"2021-03-15 08:41:00" 10761.6
"2021-03-15 08:42:00" 10767.0
"2021-03-15 08:43:00" 10771.7
"2021-03-15 08:44:00" 10764.2
"2021-03-15 08:45:00" 10762.6
"2021-03-15 08:46:00" 10763.8
"2021-03-15 08:47:00" 10767.0
"2021-03-15 08:48:00" 10770.4
"2021-03-15 08:49:00" 10767.8
"2021-03-15 08:50:00" 10766.6
"2021-03-15 08:51:00" 10764.5
"2021-03-15 08:52:00" 10763.4
"2021-03-15 08:53:00" 10763.7
"2021-03-15 08:54:00" 10766.9
"2021-03-15 08:55:00" 10767.2
"2021-03-15 08:56:00" 10764.6
"2021-03-15 08:57:00" 10764.1
"2021-03-15 08:58:00" 10763.5
"2021-03-15 08:59:00" 10764.6
"2021-03-15 09:00:00" 10767.8
"2021-03-15 09:01:00" 10766.2
"2021-03-15 09:02:00" 10762.8
"2021-03-15 09:03:00" 10768.2
"2021-03-15 09:04:00" 10767.3
"2021-03-15 09:05:00" 10767.4
"2021-03-15 09:06:00" 10772.2
"2021-03-15 09:07:00" 10770.0
"2021-03-15 09:08:00" 10773.0
"2021-03-15 09:09:00" 10771.9
"2021-03-15 09:10:00" 10765.7
"2021-03-15 09:11:00" 10763.3
"2021-03-15 09:12:00" 10762.6
"2021-03-15 09:13:00" 10759.1
"2021-03-15 09:14:00" 10759.3
"2021-03-15 09:15:00" 10759.8
"2021-03-15 09:16:00" 10755.3
"2021-03-15 09:17:00" 10757.1
"2021-03-15 09:18:00" 10755.6
"2021-03-15 09:19:00" 10754.4
"2021-03-15 09:20:00" 10758.3
"2021-03-15 09:21:00" 10759.5
"2021-03-15 09:22:00" 10757.1
"2021-03-15 09:23:00" 10759.6
"2021-03-15 09:24:00" 10765.1
"2021-03-15 09:25:00" 10764.1
"2021-03-15 09:26:00" 10763.1
"2021-03-15 09:27:00" 10768.3
"2021-03-15 09:28:00" 10771.7
"2021-03-15 09:29:00" 10771.8
"2021-03-15 09:30:00" 10774.0
"2021-03-15 09:31:00" 10773.2
"2021-03-15 09:32:00" 10777.4
"2021-03-15 09:33:00" 10782.9
"2021-03-15 09:34:00" 10787.2
"2021-03-15 09:35:00" 10784.1
"2021-03-15 09:36:00" 10779.7
"2021-03-15 09:37:00" 10771.4
"2021-03-15 09:38:00" 10766.9
"2021-03-15 09:39:00" 10765.6
"2021-03-15 09:40:00" 10765.2
"2021-03-15 09:41:00" 10759.6
"2021-03-15 09:42:00" 10762.5
"2021-03-15 09:43:00" 10763.0
"2021-03-15 09:44:00" 10753.3
"2021-03-15 09:45:00" 10753.5
"2021-03-15 09:46:00" 10754.9
"2021-03-15 09:47:00" 10757.8
"2021-03-15 09:48:00" 10757.8
"2021-03-15 09:49:00" 10756.5
"2021-03-15 09:50:00" 10757.1
"2021-03-15 09:51:00" 10754.1
"2021-03-15 09:52:00" 10755.8
"2021-03-15 09:53:00" 10752.1
"2021-03-15 09:54:00" 10757.5
"2021-03-15 09:55:00" 10753.9
"2021-03-15 09:56:00" 10752.7
"2021-03-15 09:57:00" 10757.7
"2021-03-15 09:58:00" 10758.2
"2021-03-15 09:59:00" 10754.0
"2021-03-15 10:00:00" 10748.7
"2021-03-15 10:01:00" 10756.0
"2021-03-15 10:02:00" 10761.5
"2021-03-15 10:03:00" 10765.4
"2021-03-15 10:04:00" 10772.0
"2021-03-15 10:05:00" 10771.0
"2021-03-15 10:06:00" 10767.6
"2021-03-15 10:07:00" 10758.3
"2021-03-15 10:08:00" 10768.2
"2021-03-15 10:09:00" 10771.6
"2021-03-15 10:10:00" 10774.8
"2021-03-15 10:11:00" 10777.2
"2021-03-15 10:12:00" 10770.6
"2021-03-15 10:13:00" 10767.0
"2021-03-15 10:14:00" 10766.4
"2021-03-15 10:15:00" 10762.0
"2021-03-15 10:16:00" 10754.7
"2021-03-15 10:17:00" 10752.2
"2021-03-15 10:18:00" 10753.8
"2021-03-15 10:19:00" 10753.7
"2021-03-15 10:20:00" 10754.7
"2021-03-15 10:21:00" 10757.6
"2021-03-15 10:22:00" 10756.3
"2021-03-15 10:23:00" 10754.5
"2021-03-15 10:24:00" 10752.6
"2021-03-15 10:25:00" 10751.9
"2021-03-15 10:26:00" 10752.4
"2021-03-15 10:27:00" 10752.8
"2021-03-15 10:28:00" 10751.7
"2021-03-15 10:29:00" 10755.4
"2021-03-15 10:30:00" 10759.6
"2021-03-15 10:31:00" 10761.3
"2021-03-15 10:32:00" 10761.1
"2021-03-15 10:33:00" 10754.4
"2021-03-15 10:34:00" 10751.6
"2021-03-15 10:35:00" 10766.1
"2021-03-15 10:36:00" 10766.7
"2021-03-15 10:37:00" 10763.0
"2021-03-15 10:38:00" 10757.1
"2021-03-15 10:39:00" 10754.4
"2021-03-15 10:40:00" 10753.5
"2021-03-15 10:41:00" 10752.1
"2021-03-15 10:42:00" 10750.2
"2021-03-15 10:43:00" 10753.1
"2021-03-15 10:44:00" 10753.7
"2021-03-15 10:45:00" 10750.7
"2021-03-15 10:46:00" 10752.9
"2021-03-15 10:47:00" 10755.6
"2021-03-15 10:48:00" 10754.8
"2021-03-15 10:49:00" 10753.5
"2021-03-15 10:50:00" 10752.9
"2021-03-15 10:51:00" 10753.6
"2021-03-15 10:52:00" 10751.1
"2021-03-15 10:53:00" 10748.1
"2021-03-15 10:54:00" 10747.5
"2021-03-15 10:55:00" 10746.7
"2021-03-15 10:56:00" 10747.3
"2021-03-15 10:57:00" 10749.3
"2021-03-15 10:58:00" 10752.0
"2021-03-15 10:59:00" 10754.5
"2021-03-15 11:00:00" 10756.9
"2021-03-15 11:01:00" 10759.3
"2021-03-15 11:02:00" 10761.8
"2021-03-15 11:03:00" 10760.7
"2021-03-15 11:04:00" 10759.4
"2021-03-15 11:05:00" 10759.7
"2021-03-15 11:06:00" 10760.5
"2021-03-15 11:07:00" 10763.9
"2021-03-15 11:08:00" 10763.8
"2021-03-15 11:09:00" 10762.9
"2021-03-15 11:10:00" 10761.3
"2021-03-15 11:11:00" 10761.6
"2021-03-15 11:12:00" 10761.3
"2021-03-15 11:13:00" 10760.5
"2021-03-15 11:14:00" 10756.6
"2021-03-15 11:15:00" 10756.5
"2021-03-15 11:16:00" 10762.7
"2021-03-15 11:17:00" 10762.7
"2021-03-15 11:18:00" 10760.1
"2021-03-15 11:19:00" 10761.1
"2021-03-15 11:20:00" 10761.8
"2021-03-15 11:21:00" 10761.0
"2021-03-15 11:22:00" 10760.7
"2021-03-15 11:23:00" 10761.6
"2021-03-15 11:24:00" 10759.8
"2021-03-15 11:25:00" 10760.0
"2021-03-15 11:26:00" 10761.7
"2021-03-15 11:27:00" 10762.4
"2021-03-15 11:28:00" 10763.1
"2021-03-15 11:29:00" 10763.1
"2021-03-15 11:30:00" 10762.8
"2021-03-15 11:31:00" 10763.3
"2021-03-15 11:32:00" 10766.3
"2021-03-15 11:33:00" 10766.2
"2021-03-15 11:34:00" 10765.9
"2021-03-15 11:35:00" 10766.9
"2021-03-15 11:36:00" 10767.4
"2021-03-15 11:37:00" 10767.1
"2021-03-15 11:38:00" 10766.1
