timestamp Horiz_jck
"2021-04-09 00:08:10" 12327.0
"2021-04-09 00:08:20" 12327.1
"2021-04-09 00:08:30" 12327.0
"2021-04-09 00:08:40" 12327.1
"2021-04-09 00:08:50" 12326.9
"2021-04-09 00:09:00" 12327.1
"2021-04-09 00:09:10" 12327.2
"2021-04-09 00:09:20" 12327.2
"2021-04-09 00:09:30" 12327.4
"2021-04-09 00:09:40" 12327.3
"2021-04-09 00:09:50" 12327.3
"2021-04-09 00:10:00" 12327.5
"2021-04-09 00:10:10" 12327.5
"2021-04-09 00:10:20" 12327.7
"2021-04-09 00:10:30" 12327.8
"2021-04-09 00:10:40" 12328.0
"2021-04-09 00:10:50" 12328.0
"2021-04-09 00:11:00" 12328.0
"2021-04-09 00:11:10" 12327.9
"2021-04-09 00:11:20" 12327.9
"2021-04-09 00:11:30" 12327.9
"2021-04-09 00:11:40" 12328.0
"2021-04-09 00:11:50" 12327.7
"2021-04-09 00:12:00" 12327.6
"2021-04-09 00:12:10" 12327.6
"2021-04-09 00:12:20" 12327.4
"2021-04-09 00:12:30" 12327.3
"2021-04-09 00:12:40" 12327.5
"2021-04-09 00:12:50" 12327.4
"2021-04-09 00:13:00" 12327.3
"2021-04-09 00:13:10" 12327.3
"2021-04-09 00:13:20" 12327.2
"2021-04-09 00:13:30" 12327.0
"2021-04-09 00:13:40" 12327.0
"2021-04-09 00:13:50" 12327.0
"2021-04-09 00:14:00" 12327.2
"2021-04-09 00:14:10" 12327.3
"2021-04-09 00:14:20" 12327.3
"2021-04-09 00:14:30" 12327.1
"2021-04-09 00:14:40" 12327.1
"2021-04-09 00:14:50" 12327.0
"2021-04-09 00:15:00" 12327.2
"2021-04-09 00:15:10" 12327.4
"2021-04-09 00:15:20" 12327.2
"2021-04-09 00:15:30" 12327.4
"2021-04-09 00:15:40" 12327.1
"2021-04-09 00:15:50" 12327.5
"2021-04-09 00:16:00" 12327.3
"2021-04-09 00:16:10" 12327.4
"2021-04-09 00:16:20" 12327.3
"2021-04-09 00:16:30" 12327.3
"2021-04-09 00:16:40" 12327.4
"2021-04-09 00:16:50" 12327.5
"2021-04-09 00:17:00" 12327.5
"2021-04-09 00:17:10" 12327.3
"2021-04-09 00:17:20" 12327.2
"2021-04-09 00:17:30" 12327.3
"2021-04-09 00:17:40" 12327.3
"2021-04-09 00:17:50" 12327.4
"2021-04-09 00:18:00" 12327.1
"2021-04-09 00:18:10" 12327.0
"2021-04-09 00:18:20" 12327.0
"2021-04-09 00:18:30" 12326.9
"2021-04-09 00:18:40" 12326.9
"2021-04-09 00:18:50" 12326.7
"2021-04-09 00:19:00" 12326.9
"2021-04-09 00:19:10" 12326.8
"2021-04-09 00:19:20" 12326.9
"2021-04-09 00:19:30" 12326.9
"2021-04-09 00:19:40" 12326.9
"2021-04-09 00:19:50" 12326.9
"2021-04-09 00:20:00" 12326.9
"2021-04-09 00:20:10" 12326.9
"2021-04-09 00:20:20" 12327.1
"2021-04-09 00:20:30" 12327.1
"2021-04-09 00:20:40" 12327.1
"2021-04-09 00:20:50" 12326.8
"2021-04-09 00:21:00" 12326.8
"2021-04-09 00:21:10" 12326.7
"2021-04-09 00:21:20" 12327.0
"2021-04-09 00:21:30" 12326.9
"2021-04-09 00:21:40" 12327.0
"2021-04-09 00:21:50" 12327.0
"2021-04-09 00:22:00" 12327.0
"2021-04-09 00:22:10" 12327.1
"2021-04-09 00:22:20" 12327.1
"2021-04-09 00:22:30" 12327.3
"2021-04-09 00:22:40" 12327.4
"2021-04-09 00:22:50" 12327.3
"2021-04-09 00:23:00" 12327.4
"2021-04-09 00:23:10" 12327.4
"2021-04-09 00:23:20" 12327.4
"2021-04-09 00:23:30" 12327.5
"2021-04-09 00:23:40" 12327.6
"2021-04-09 00:23:50" 12327.6
"2021-04-09 00:24:00" 12327.6
"2021-04-09 00:24:10" 12327.3
"2021-04-09 00:24:20" 12327.3
"2021-04-09 00:24:30" 12327.4
"2021-04-09 00:24:40" 12327.3
"2021-04-09 00:24:50" 12327.2
"2021-04-09 00:25:00" 12327.0
"2021-04-09 00:25:10" 12327.1
"2021-04-09 00:25:20" 12327.0
"2021-04-09 00:25:30" 12327.0
"2021-04-09 00:25:40" 12326.9
"2021-04-09 00:25:50" 12327.0
"2021-04-09 00:26:00" 12327.0
"2021-04-09 00:26:10" 12326.8
"2021-04-09 00:26:20" 12327.0
"2021-04-09 00:26:30" 12326.6
"2021-04-09 00:26:40" 12326.6
"2021-04-09 00:26:50" 12326.5
"2021-04-09 00:27:00" 12326.9
"2021-04-09 00:27:10" 12326.6
"2021-04-09 00:27:20" 12326.7
"2021-04-09 00:27:30" 12326.8
"2021-04-09 00:27:40" 12326.6
"2021-04-09 00:27:50" 12326.8
"2021-04-09 00:28:00" 12326.9
"2021-04-09 00:28:10" 12326.9
"2021-04-09 00:28:20" 12326.6
"2021-04-09 00:28:30" 12326.5
"2021-04-09 00:28:40" 12326.5
"2021-04-09 00:28:50" 12326.4
"2021-04-09 00:29:00" 12326.4
"2021-04-09 00:29:10" 12326.5
"2021-04-09 00:29:20" 12326.4
"2021-04-09 00:29:30" 12326.2
"2021-04-09 00:29:40" 12326.5
"2021-04-09 00:29:50" 12326.6
"2021-04-09 00:30:00" 12326.4
"2021-04-09 00:30:10" 12326.2
"2021-04-09 00:30:20" 12326.4
"2021-04-09 00:30:30" 12326.3
"2021-04-09 00:30:40" 12326.3
"2021-04-09 00:30:50" 12326.6
"2021-04-09 00:31:00" 12326.5
"2021-04-09 00:31:10" 12326.4
"2021-04-09 00:31:20" 12326.5
"2021-04-09 00:31:30" 12326.5
"2021-04-09 00:31:40" 12326.4
"2021-04-09 00:31:50" 12326.3
"2021-04-09 00:32:00" 12326.4
"2021-04-09 00:32:10" 12326.3
"2021-04-09 00:32:20" 12326.3
"2021-04-09 00:32:30" 12326.4
"2021-04-09 00:32:40" 12326.3
"2021-04-09 00:32:50" 12326.2
"2021-04-09 00:33:00" 12326.0
"2021-04-09 00:33:10" 12326.3
"2021-04-09 00:33:20" 12326.4
"2021-04-09 00:33:30" 12326.6
"2021-04-09 00:33:40" 12326.4
"2021-04-09 00:33:50" 12326.5
"2021-04-09 00:34:00" 12326.4
"2021-04-09 00:34:10" 12326.4
"2021-04-09 00:34:20" 12326.2
"2021-04-09 00:34:30" 12326.2
"2021-04-09 00:34:40" 12326.2
"2021-04-09 00:34:50" 12326.1
"2021-04-09 00:35:00" 12326.0
"2021-04-09 00:35:10" 12326.0
"2021-04-09 00:35:20" 12326.0
"2021-04-09 00:35:30" 12326.2
"2021-04-09 00:35:40" 12326.1
"2021-04-09 00:35:50" 12326.2
"2021-04-09 00:36:00" 12326.1
"2021-04-09 00:36:10" 12326.1
"2021-04-09 00:36:20" 12326.1
"2021-04-09 00:36:30" 12326.0
"2021-04-09 00:36:40" 12326.0
"2021-04-09 00:36:50" 12326.4
"2021-04-09 00:37:00" 12326.2
"2021-04-09 00:37:10" 12326.3
"2021-04-09 00:37:20" 12326.1
"2021-04-09 00:37:30" 12326.0
"2021-04-09 00:37:40" 12325.9
"2021-04-09 00:37:50" 12326.1
"2021-04-09 00:38:00" 12326.1
"2021-04-09 00:38:10" 12326.3
"2021-04-09 00:38:20" 12326.3
"2021-04-09 00:38:30" 12326.3
"2021-04-09 00:38:40" 12326.0
"2021-04-09 00:38:50" 12326.0
"2021-04-09 00:39:00" 12326.4
"2021-04-09 00:39:10" 12326.7
"2021-04-09 00:39:20" 12326.7
"2021-04-09 00:39:30" 12326.6
"2021-04-09 00:39:40" 12326.8
"2021-04-09 00:39:50" 12326.8
"2021-04-09 00:40:00" 12326.7
"2021-04-09 00:40:10" 12326.6
"2021-04-09 00:40:20" 12326.6
"2021-04-09 00:40:30" 12326.7
"2021-04-09 00:40:40" 12326.8
"2021-04-09 00:40:50" 12326.8
"2021-04-09 00:41:00" 12326.8
"2021-04-09 00:41:10" 12326.8
"2021-04-09 00:41:20" 12326.8
"2021-04-09 00:41:30" 12326.9
"2021-04-09 00:41:40" 12326.8
"2021-04-09 00:41:50" 12326.8
"2021-04-09 00:42:00" 12326.8
"2021-04-09 00:42:10" 12326.6
"2021-04-09 00:42:20" 12326.8
"2021-04-09 00:42:30" 12326.8
"2021-04-09 00:42:40" 12327.0
"2021-04-09 00:42:50" 12326.6
"2021-04-09 00:43:00" 12326.8
"2021-04-09 00:43:10" 12326.8
"2021-04-09 00:43:20" 12326.8
"2021-04-09 00:43:30" 12327.1
"2021-04-09 00:43:40" 12326.9
"2021-04-09 00:43:50" 12326.9
"2021-04-09 00:44:00" 12326.7
"2021-04-09 00:44:10" 12326.9
"2021-04-09 00:44:20" 12326.7
"2021-04-09 00:44:30" 12326.9
"2021-04-09 00:44:40" 12326.9
"2021-04-09 00:44:50" 12326.9
"2021-04-09 00:45:00" 12327.0
"2021-04-09 00:45:10" 12327.1
"2021-04-09 00:45:20" 12327.3
"2021-04-09 00:45:30" 12327.0
"2021-04-09 00:45:40" 12327.3
"2021-04-09 00:45:50" 12327.2
"2021-04-09 00:46:00" 12327.2
"2021-04-09 00:46:10" 12327.2
"2021-04-09 00:46:20" 12327.2
"2021-04-09 00:46:30" 12327.0
"2021-04-09 00:46:40" 12327.2
"2021-04-09 00:46:50" 12327.2
"2021-04-09 00:47:00" 12327.0
"2021-04-09 00:47:10" 12326.9
"2021-04-09 00:47:20" 12327.0
"2021-04-09 00:47:30" 12327.0
"2021-04-09 00:47:40" 12327.0
"2021-04-09 00:47:50" 12327.0
"2021-04-09 00:48:00" 12327.0
"2021-04-09 00:48:10" 12327.2
"2021-04-09 00:48:20" 12327.2
"2021-04-09 00:48:30" 12327.2
"2021-04-09 00:48:40" 12327.4
"2021-04-09 00:48:50" 12327.3
"2021-04-09 00:49:00" 12327.3
"2021-04-09 00:49:10" 12327.5
"2021-04-09 00:49:20" 12327.3
"2021-04-09 00:49:30" 12327.5
"2021-04-09 00:49:40" 12327.6
"2021-04-09 00:49:50" 12327.6
"2021-04-09 00:50:00" 12327.5
"2021-04-09 00:50:10" 12327.4
"2021-04-09 00:50:20" 12327.8
"2021-04-09 00:50:30" 12327.9
"2021-04-09 00:50:40" 12328.0
"2021-04-09 00:50:50" 12328.1
"2021-04-09 00:51:00" 12328.1
"2021-04-09 00:51:10" 12328.1
"2021-04-09 00:51:20" 12328.1
"2021-04-09 00:51:30" 12328.1
"2021-04-09 00:51:40" 12328.0
"2021-04-09 00:51:50" 12327.7
"2021-04-09 00:52:00" 12327.7
"2021-04-09 00:52:10" 12327.8
"2021-04-09 00:52:20" 12327.8
"2021-04-09 00:52:30" 12327.6
"2021-04-09 00:52:40" 12327.7
"2021-04-09 00:52:50" 12327.7
"2021-04-09 00:53:00" 12327.7
"2021-04-09 00:53:10" 12327.7
"2021-04-09 00:53:20" 12327.7
"2021-04-09 00:53:30" 12327.6
"2021-04-09 00:53:40" 12327.4
"2021-04-09 00:53:50" 12327.5
"2021-04-09 00:54:00" 12327.6
"2021-04-09 00:54:10" 12327.8
"2021-04-09 00:54:20" 12327.8
"2021-04-09 00:54:30" 12327.8
"2021-04-09 00:54:40" 12327.7
"2021-04-09 00:54:50" 12327.9
"2021-04-09 00:55:00" 12327.7
"2021-04-09 00:55:10" 12327.6
"2021-04-09 00:55:20" 12327.6
"2021-04-09 00:55:30" 12327.7
"2021-04-09 00:55:40" 12327.9
"2021-04-09 00:55:50" 12327.9
"2021-04-09 00:56:00" 12327.3
"2021-04-09 00:56:10" 12327.1
"2021-04-09 00:56:20" 12327.1
"2021-04-09 00:56:30" 12327.0
"2021-04-09 00:56:40" 12326.8
"2021-04-09 00:56:50" 12326.6
"2021-04-09 00:57:00" 12326.4
"2021-04-09 00:57:10" 12326.3
"2021-04-09 00:57:20" 12326.3
"2021-04-09 00:57:30" 12326.2
"2021-04-09 00:57:40" 12325.9
"2021-04-09 00:57:50" 12326.0
"2021-04-09 00:58:00" 12326.0
"2021-04-09 00:58:10" 12325.9
"2021-04-09 00:58:20" 12326.0
"2021-04-09 00:58:30" 12326.0
"2021-04-09 00:58:40" 12325.8
"2021-04-09 00:58:50" 12326.1
"2021-04-09 00:59:00" 12325.9
"2021-04-09 00:59:10" 12325.9
"2021-04-09 00:59:20" 12326.1
"2021-04-09 00:59:30" 12325.9
"2021-04-09 00:59:40" 12326.1
"2021-04-09 00:59:50" 12326.3
"2021-04-09 01:00:00" 12326.4
"2021-04-09 01:00:10" 12326.3
"2021-04-09 01:00:20" 12326.3
"2021-04-09 01:00:30" 12326.5
"2021-04-09 01:00:40" 12326.4
"2021-04-09 01:00:50" 12326.3
"2021-04-09 01:01:00" 12326.3
"2021-04-09 01:01:10" 12326.4
"2021-04-09 01:01:20" 12326.4
"2021-04-09 01:01:30" 12326.8
"2021-04-09 01:01:40" 12326.8
"2021-04-09 01:01:50" 12326.8
"2021-04-09 01:02:00" 12326.7
"2021-04-09 01:02:10" 12326.6
"2021-04-09 01:02:20" 12326.4
"2021-04-09 01:02:30" 12326.7
"2021-04-09 01:02:40" 12326.5
"2021-04-09 01:02:50" 12326.4
"2021-04-09 01:03:00" 12326.4
"2021-04-09 01:03:10" 12326.5
"2021-04-09 01:03:20" 12326.6
"2021-04-09 01:03:30" 12326.4
"2021-04-09 01:03:40" 12326.3
"2021-04-09 01:03:50" 12326.5
"2021-04-09 01:04:00" 12326.5
"2021-04-09 01:04:10" 12326.7
"2021-04-09 01:04:20" 12326.7
"2021-04-09 01:04:30" 12326.7
"2021-04-09 01:04:40" 12326.7
"2021-04-09 01:04:50" 12326.7
"2021-04-09 01:05:00" 12326.5
"2021-04-09 01:05:10" 12326.6
"2021-04-09 01:05:20" 12326.6
"2021-04-09 01:05:30" 12326.6
"2021-04-09 01:05:40" 12326.9
"2021-04-09 01:05:50" 12326.9
"2021-04-09 01:06:00" 12326.7
"2021-04-09 01:06:10" 12326.7
"2021-04-09 01:06:20" 12326.6
"2021-04-09 01:06:30" 12326.6
"2021-04-09 01:06:40" 12326.8
"2021-04-09 01:06:50" 12326.6
"2021-04-09 01:07:00" 12326.7
"2021-04-09 01:07:10" 12326.4
"2021-04-09 01:07:20" 12326.8
"2021-04-09 01:07:30" 12326.5
"2021-04-09 01:07:40" 12326.7
"2021-04-09 01:07:50" 12326.5
"2021-04-09 01:08:00" 12326.6
"2021-04-09 01:08:10" 12326.4
"2021-04-09 01:08:20" 12326.5
"2021-04-09 01:08:30" 12326.4
"2021-04-09 01:08:40" 12326.4
"2021-04-09 01:08:50" 12326.5
"2021-04-09 01:09:00" 12326.4
"2021-04-09 01:09:10" 12326.3
"2021-04-09 01:09:20" 12326.5
"2021-04-09 01:09:30" 12326.3
"2021-04-09 01:09:40" 12326.2
"2021-04-09 01:09:50" 12326.2
"2021-04-09 01:10:00" 12326.1
"2021-04-09 01:10:10" 12326.3
"2021-04-09 01:10:20" 12326.2
"2021-04-09 01:10:30" 12326.3
"2021-04-09 01:10:40" 12326.3
"2021-04-09 01:10:50" 12326.4
"2021-04-09 01:11:00" 12326.5
"2021-04-09 01:11:10" 12326.5
"2021-04-09 01:11:20" 12326.5
"2021-04-09 01:11:30" 12326.5
"2021-04-09 01:11:40" 12326.3
"2021-04-09 01:11:50" 12326.6
"2021-04-09 01:12:00" 12326.6
"2021-04-09 01:12:10" 12326.4
"2021-04-09 01:12:20" 12326.3
"2021-04-09 01:12:30" 12326.5
"2021-04-09 01:12:40" 12326.4
"2021-04-09 01:12:50" 12326.7
"2021-04-09 01:13:00" 12326.7
"2021-04-09 01:13:10" 12326.6
"2021-04-09 01:13:20" 12326.4
"2021-04-09 01:13:30" 12326.6
"2021-04-09 01:13:40" 12326.5
"2021-04-09 01:13:50" 12326.6
"2021-04-09 01:14:00" 12326.7
"2021-04-09 01:14:10" 12326.8
"2021-04-09 01:14:20" 12326.7
"2021-04-09 01:14:30" 12326.6
"2021-04-09 01:14:40" 12326.7
"2021-04-09 01:14:50" 12326.8
"2021-04-09 01:15:00" 12326.9
"2021-04-09 01:15:10" 12326.9
"2021-04-09 01:15:20" 12326.8
"2021-04-09 01:15:30" 12326.7
"2021-04-09 01:15:40" 12326.9
"2021-04-09 01:15:50" 12326.7
"2021-04-09 01:16:00" 12326.8
"2021-04-09 01:16:10" 12326.6
"2021-04-09 01:16:20" 12326.8
"2021-04-09 01:16:30" 12326.7
"2021-04-09 01:16:40" 12326.8
"2021-04-09 01:16:50" 12326.8
"2021-04-09 01:17:00" 12326.8
"2021-04-09 01:17:10" 12326.9
"2021-04-09 01:17:20" 12326.9
"2021-04-09 01:17:30" 12326.9
"2021-04-09 01:17:40" 12326.9
"2021-04-09 01:17:50" 12327.0
"2021-04-09 01:18:00" 12327.0
"2021-04-09 01:18:10" 12326.7
"2021-04-09 01:18:20" 12326.8
"2021-04-09 01:18:30" 12326.4
"2021-04-09 01:18:40" 12326.5
"2021-04-09 01:18:50" 12326.8
"2021-04-09 01:19:00" 12326.8
"2021-04-09 01:19:10" 12327.1
"2021-04-09 01:19:20" 12327.0
"2021-04-09 01:19:30" 12326.9
"2021-04-09 01:19:40" 12327.0
"2021-04-09 01:19:50" 12327.0
"2021-04-09 01:20:00" 12327.0
"2021-04-09 01:20:10" 12327.0
"2021-04-09 01:20:20" 12326.9
"2021-04-09 01:20:30" 12327.0
"2021-04-09 01:20:40" 12327.0
"2021-04-09 01:20:50" 12327.0
"2021-04-09 01:21:00" 12327.2
"2021-04-09 01:21:10" 12326.9
"2021-04-09 01:21:20" 12326.9
"2021-04-09 01:21:30" 12327.0
"2021-04-09 01:21:40" 12326.8
"2021-04-09 01:21:50" 12326.9
"2021-04-09 01:22:00" 12327.0
"2021-04-09 01:22:10" 12327.1
"2021-04-09 01:22:20" 12326.8
"2021-04-09 01:22:30" 12326.8
"2021-04-09 01:22:40" 12326.9
"2021-04-09 01:22:50" 12326.8
"2021-04-09 01:23:00" 12326.8
"2021-04-09 01:23:10" 12326.8
"2021-04-09 01:23:20" 12327.0
"2021-04-09 01:23:30" 12327.2
"2021-04-09 01:23:40" 12327.2
"2021-04-09 01:23:50" 12327.2
"2021-04-09 01:24:00" 12327.4
"2021-04-09 01:24:10" 12327.7
"2021-04-09 01:24:20" 12327.6
"2021-04-09 01:24:30" 12327.5
"2021-04-09 01:24:40" 12327.3
"2021-04-09 01:24:50" 12327.1
"2021-04-09 01:25:00" 12327.0
"2021-04-09 01:25:10" 12327.0
"2021-04-09 01:25:20" 12327.0
"2021-04-09 01:25:30" 12327.1
"2021-04-09 01:25:40" 12327.3
"2021-04-09 01:25:50" 12327.0
"2021-04-09 01:26:00" 12327.1
"2021-04-09 01:26:10" 12327.0
"2021-04-09 01:26:20" 12327.2
"2021-04-09 01:26:30" 12327.0
"2021-04-09 01:26:40" 12327.3
"2021-04-09 01:26:50" 12327.1
"2021-04-09 01:27:00" 12327.2
"2021-04-09 01:27:10" 12327.2
"2021-04-09 01:27:20" 12327.1
"2021-04-09 01:27:30" 12326.9
"2021-04-09 01:27:40" 12327.0
"2021-04-09 01:27:50" 12327.0
"2021-04-09 01:28:00" 12327.0
"2021-04-09 01:28:10" 12327.2
"2021-04-09 01:28:20" 12327.1
"2021-04-09 01:28:30" 12327.2
"2021-04-09 01:28:40" 12327.2
"2021-04-09 01:28:50" 12327.0
"2021-04-09 01:29:00" 12327.0
"2021-04-09 01:29:10" 12327.1
"2021-04-09 01:29:20" 12327.1
"2021-04-09 01:29:30" 12327.0
"2021-04-09 01:29:40" 12327.2
"2021-04-09 01:29:50" 12327.3
"2021-04-09 01:30:00" 12327.4
"2021-04-09 01:30:10" 12327.3
"2021-04-09 01:30:20" 12327.2
"2021-04-09 01:30:30" 12327.0
"2021-04-09 01:30:40" 12327.2
"2021-04-09 01:30:50" 12327.3
"2021-04-09 01:31:00" 12327.2
"2021-04-09 01:31:10" 12327.1
"2021-04-09 01:31:20" 12327.1
"2021-04-09 01:31:30" 12327.2
"2021-04-09 01:31:40" 12327.3
"2021-04-09 01:31:50" 12327.0
"2021-04-09 01:32:00" 12327.0
"2021-04-09 01:32:10" 12327.0
"2021-04-09 01:32:20" 12327.0
"2021-04-09 01:32:30" 12327.1
"2021-04-09 01:32:40" 12327.1
"2021-04-09 01:32:50" 12326.9
"2021-04-09 01:33:00" 12327.0
"2021-04-09 01:33:10" 12326.7
"2021-04-09 01:33:20" 12327.0
"2021-04-09 01:33:30" 12327.0
"2021-04-09 01:33:40" 12327.0
"2021-04-09 01:33:50" 12327.1
"2021-04-09 01:34:00" 12327.0
"2021-04-09 01:34:10" 12327.0
"2021-04-09 01:34:20" 12327.1
"2021-04-09 01:34:30" 12327.3
"2021-04-09 01:34:40" 12327.1
"2021-04-09 01:34:50" 12327.0
"2021-04-09 01:35:00" 12326.8
"2021-04-09 01:35:10" 12326.9
"2021-04-09 01:35:20" 12326.9
"2021-04-09 01:35:30" 12326.9
"2021-04-09 01:35:40" 12326.8
"2021-04-09 01:35:50" 12327.0
"2021-04-09 01:36:00" 12327.1
"2021-04-09 01:36:10" 12326.8
"2021-04-09 01:36:20" 12326.8
"2021-04-09 01:36:30" 12326.9
"2021-04-09 01:36:40" 12326.9
"2021-04-09 01:36:50" 12327.0
"2021-04-09 01:37:00" 12326.9
"2021-04-09 01:37:10" 12326.8
"2021-04-09 01:37:20" 12327.1
"2021-04-09 01:37:30" 12327.2
"2021-04-09 01:37:40" 12327.2
"2021-04-09 01:37:50" 12327.3
"2021-04-09 01:38:00" 12327.1
"2021-04-09 01:38:10" 12327.1
"2021-04-09 01:38:20" 12327.2
"2021-04-09 01:38:30" 12327.1
"2021-04-09 01:38:40" 12327.2
"2021-04-09 01:38:50" 12327.2
"2021-04-09 01:39:00" 12327.2
"2021-04-09 01:39:10" 12327.1
"2021-04-09 01:39:20" 12327.0
"2021-04-09 01:39:30" 12326.9
"2021-04-09 01:39:40" 12327.1
"2021-04-09 01:39:50" 12326.9
"2021-04-09 01:40:00" 12327.0
"2021-04-09 01:40:10" 12327.2
"2021-04-09 01:40:20" 12327.3
"2021-04-09 01:40:30" 12327.2
"2021-04-09 01:40:40" 12327.2
"2021-04-09 01:40:50" 12327.1
"2021-04-09 01:41:00" 12327.0
"2021-04-09 01:41:10" 12327.0
"2021-04-09 01:41:20" 12327.0
"2021-04-09 01:41:30" 12326.8
"2021-04-09 01:41:40" 12326.8
"2021-04-09 01:41:50" 12326.8
"2021-04-09 01:42:00" 12326.6
"2021-04-09 01:42:10" 12326.7
"2021-04-09 01:42:20" 12326.4
"2021-04-09 01:42:30" 12326.5
"2021-04-09 01:42:40" 12326.7
"2021-04-09 01:42:50" 12326.6
"2021-04-09 01:43:00" 12326.4
"2021-04-09 01:43:10" 12326.4
"2021-04-09 01:43:20" 12326.4
"2021-04-09 01:43:30" 12326.6
"2021-04-09 01:43:40" 12326.8
"2021-04-09 01:43:50" 12326.8
"2021-04-09 01:44:00" 12326.5
"2021-04-09 01:44:10" 12326.6
"2021-04-09 01:44:20" 12326.7
"2021-04-09 01:44:30" 12326.8
"2021-04-09 01:44:40" 12326.9
"2021-04-09 01:44:50" 12326.6
"2021-04-09 01:45:00" 12326.5
"2021-04-09 01:45:10" 12326.7
"2021-04-09 01:45:20" 12326.6
"2021-04-09 01:45:30" 12326.3
"2021-04-09 01:45:40" 12326.5
"2021-04-09 01:45:50" 12326.3
"2021-04-09 01:46:00" 12326.0
"2021-04-09 01:46:10" 12326.4
"2021-04-09 01:46:20" 12326.2
"2021-04-09 01:46:30" 12326.1
"2021-04-09 01:46:40" 12326.1
"2021-04-09 01:46:50" 12326.1
"2021-04-09 01:47:00" 12326.2
"2021-04-09 01:47:10" 12325.9
"2021-04-09 01:47:20" 12326.1
"2021-04-09 01:47:30" 12326.2
"2021-04-09 01:47:40" 12326.0
"2021-04-09 01:47:50" 12325.8
"2021-04-09 01:48:00" 12325.8
"2021-04-09 01:48:10" 12325.6
"2021-04-09 01:48:20" 12325.5
"2021-04-09 01:48:30" 12325.7
"2021-04-09 01:48:40" 12325.5
"2021-04-09 01:48:50" 12325.2
"2021-04-09 01:49:00" 12325.1
"2021-04-09 01:49:10" 12325.0
"2021-04-09 01:49:20" 12324.8
"2021-04-09 01:49:30" 12325.1
"2021-04-09 01:49:40" 12325.0
"2021-04-09 01:49:50" 12324.7
"2021-04-09 01:50:00" 12324.7
"2021-04-09 01:50:10" 12324.9
"2021-04-09 01:50:20" 12324.4
"2021-04-09 01:50:30" 12324.3
"2021-04-09 01:50:40" 12324.2
"2021-04-09 01:50:50" 12324.1
"2021-04-09 01:51:00" 12324.3
"2021-04-09 01:51:10" 12324.4
"2021-04-09 01:51:20" 12324.3
"2021-04-09 01:51:30" 12323.9
"2021-04-09 01:51:40" 12323.7
"2021-04-09 01:51:50" 12324.0
"2021-04-09 01:52:00" 12323.8
"2021-04-09 01:52:10" 12323.7
"2021-04-09 01:52:20" 12323.6
"2021-04-09 01:52:30" 12323.5
"2021-04-09 01:52:40" 12323.3
"2021-04-09 01:52:50" 12323.5
"2021-04-09 01:53:00" 12323.2
"2021-04-09 01:53:10" 12322.6
"2021-04-09 01:53:20" 12322.7
"2021-04-09 01:53:30" 12322.7
"2021-04-09 01:53:40" 12322.6
"2021-04-09 01:53:50" 12322.6
"2021-04-09 01:54:00" 12322.4
"2021-04-09 01:54:10" 12322.3
"2021-04-09 01:54:20" 12322.2
"2021-04-09 01:54:30" 12322.1
"2021-04-09 01:54:40" 12322.1
"2021-04-09 01:54:50" 12321.9
"2021-04-09 01:55:00" 12321.9
"2021-04-09 01:55:10" 12322.1
"2021-04-09 01:55:20" 12322.1
"2021-04-09 01:55:30" 12322.0
"2021-04-09 01:55:40" 12322.2
"2021-04-09 01:55:50" 12322.0
"2021-04-09 01:56:00" 12322.0
"2021-04-09 01:56:10" 12322.3
