timestamp Horiz_don
"2021-03-15 02:11:00" 12520.7
"2021-03-15 02:12:00" 12517.1
"2021-03-15 02:13:00" 12517.8
"2021-03-15 02:14:00" 12520.7
"2021-03-15 02:15:00" 12521.7
"2021-03-15 02:16:00" 12521.5
"2021-03-15 02:17:00" 12521.0
"2021-03-15 02:18:00" 12520.9
"2021-03-15 02:19:00" 12520.8
"2021-03-15 02:20:00" 12523.1
"2021-03-15 02:21:00" 12521.5
"2021-03-15 02:22:00" 12517.4
"2021-03-15 02:23:00" 12510.7
"2021-03-15 02:24:00" 12501.9
"2021-03-15 02:25:00" 12498.6
"2021-03-15 02:26:00" 12497.1
"2021-03-15 02:27:00" 12495.2
"2021-03-15 02:28:00" 12492.1
"2021-03-15 02:29:00" 12489.9
"2021-03-15 02:30:00" 12487.1
"2021-03-15 02:31:00" 12488.9
"2021-03-15 02:32:00" 12488.6
"2021-03-15 02:33:00" 12490.4
"2021-03-15 02:34:00" 12489.7
"2021-03-15 02:35:00" 12490.9
"2021-03-15 02:36:00" 12490.8
"2021-03-15 02:37:00" 12490.1
"2021-03-15 02:38:00" 12489.9
"2021-03-15 02:39:00" 12484.9
"2021-03-15 02:40:00" 12481.6
"2021-03-15 02:41:00" 12487.2
"2021-03-15 02:42:00" 12494.9
"2021-03-15 02:43:00" 12503.9
"2021-03-15 02:44:00" 12512.1
"2021-03-15 02:45:00" 12517.5
"2021-03-15 02:46:00" 12520.6
"2021-03-15 02:47:00" 12517.4
"2021-03-15 02:48:00" 12518.4
"2021-03-15 02:49:00" 12518.7
"2021-03-15 02:50:00" 12518.2
"2021-03-15 02:51:00" 12517.4
"2021-03-15 02:52:00" 12517.2
"2021-03-15 02:53:00" 12511.1
"2021-03-15 02:54:00" 12508.6
"2021-03-15 02:55:00" 12504.2
"2021-03-15 02:56:00" 12501.2
"2021-03-15 02:57:00" 12497.3
"2021-03-15 02:58:00" 12503.7
"2021-03-15 02:59:00" 12504.0
"2021-03-15 03:00:00" 12499.8
"2021-03-15 03:01:00" 12498.8
"2021-03-15 03:02:00" 12496.4
"2021-03-15 03:03:00" 12493.3
"2021-03-15 03:04:00" 12493.7
"2021-03-15 03:05:00" 12492.4
"2021-03-15 03:06:00" 12495.1
"2021-03-15 03:07:00" 12494.8
"2021-03-15 03:08:00" 12491.4
"2021-03-15 03:09:00" 12492.1
"2021-03-15 03:10:00" 12486.3
"2021-03-15 03:11:00" 12477.8
"2021-03-15 03:12:00" 12475.6
"2021-03-15 03:13:00" 12477.8
"2021-03-15 03:14:00" 12475.8
"2021-03-15 03:15:00" 12477.7
"2021-03-15 03:16:00" 12479.9
"2021-03-15 03:17:00" 12482.8
"2021-03-15 03:18:00" 12490.5
"2021-03-15 03:19:00" 12498.4
"2021-03-15 03:20:00" 12503.0
"2021-03-15 03:21:00" 12503.2
"2021-03-15 03:22:00" 12507.0
"2021-03-15 03:23:00" 12511.4
"2021-03-15 03:24:00" 12515.0
"2021-03-15 03:25:00" 12520.4
"2021-03-15 03:26:00" 12525.5
"2021-03-15 03:27:00" 12524.0
"2021-03-15 03:28:00" 12521.4
"2021-03-15 03:29:00" 12523.2
"2021-03-15 03:30:00" 12523.8
"2021-03-15 03:31:00" 12519.1
"2021-03-15 03:32:00" 12516.0
"2021-03-15 03:33:00" 12518.5
"2021-03-15 03:34:00" 12524.7
"2021-03-15 03:35:00" 12522.4
"2021-03-15 03:36:00" 12512.2
"2021-03-15 03:37:00" 12497.0
"2021-03-15 03:38:00" 12496.5
"2021-03-15 03:39:00" 12506.3
"2021-03-15 03:40:00" 12505.3
"2021-03-15 03:41:00" 12508.2
"2021-03-15 03:42:00" 12514.3
"2021-03-15 03:43:00" 12516.5
"2021-03-15 03:44:00" 12519.1
"2021-03-15 03:45:00" 12520.9
"2021-03-15 03:46:00" 12526.0
"2021-03-15 03:47:00" 12530.2
"2021-03-15 03:48:00" 12532.3
"2021-03-15 03:49:00" 12534.7
"2021-03-15 03:50:00" 12533.1
"2021-03-15 03:51:00" 12535.6
"2021-03-15 03:52:00" 12535.9
"2021-03-15 03:53:00" 12535.0
"2021-03-15 03:54:00" 12536.3
"2021-03-15 03:55:00" 12535.5
"2021-03-15 03:56:00" 12535.0
"2021-03-15 03:57:00" 12534.4
"2021-03-15 03:58:00" 12535.7
"2021-03-15 03:59:00" 12536.8
"2021-03-15 04:00:00" 12534.6
"2021-03-15 04:01:00" 12531.2
"2021-03-15 04:02:00" 12529.8
"2021-03-15 04:03:00" 12531.9
"2021-03-15 04:04:00" 12537.7
"2021-03-15 04:05:00" 12532.9
"2021-03-15 04:06:00" 12528.9
"2021-03-15 04:07:00" 12531.2
"2021-03-15 04:08:00" 12534.1
"2021-03-15 04:09:00" 12534.8
"2021-03-15 04:10:00" 12534.2
"2021-03-15 04:11:00" 12536.0
"2021-03-15 04:12:00" 12538.0
"2021-03-15 04:13:00" 12538.3
"2021-03-15 04:14:00" 12538.9
"2021-03-15 04:15:00" 12538.0
"2021-03-15 04:16:00" 12536.6
"2021-03-15 04:17:00" 12535.2
"2021-03-15 04:18:00" 12533.7
"2021-03-15 04:19:00" 12534.2
"2021-03-15 04:20:00" 12535.3
"2021-03-15 04:21:00" 12536.6
"2021-03-15 04:22:00" 12537.1
"2021-03-15 04:23:00" 12536.3
"2021-03-15 04:24:00" 12538.3
"2021-03-15 04:25:00" 12541.6
"2021-03-15 04:26:00" 12543.6
"2021-03-15 04:27:00" 12543.4
"2021-03-15 04:28:00" 12543.0
"2021-03-15 04:29:00" 12542.1
"2021-03-15 04:30:00" 12542.9
"2021-03-15 04:31:00" 12544.5
"2021-03-15 04:32:00" 12543.4
"2021-03-15 04:33:00" 12538.4
"2021-03-15 04:34:00" 12535.5
"2021-03-15 04:35:00" 12535.9
"2021-03-15 04:36:00" 12536.2
"2021-03-15 04:37:00" 12536.2
"2021-03-15 04:38:00" 12534.2
"2021-03-15 04:39:00" 12531.8
"2021-03-15 04:40:00" 12533.0
"2021-03-15 04:41:00" 12532.4
"2021-03-15 04:42:00" 12531.7
"2021-03-15 04:43:00" 12532.8
"2021-03-15 04:44:00" 12536.6
"2021-03-15 04:45:00" 12535.2
"2021-03-15 04:46:00" 12532.1
"2021-03-15 04:47:00" 12532.7
"2021-03-15 04:48:00" 12533.9
"2021-03-15 04:49:00" 12534.7
"2021-03-15 04:50:00" 12533.9
"2021-03-15 04:51:00" 12534.8
"2021-03-15 04:52:00" 12536.3
"2021-03-15 04:53:00" 12537.2
"2021-03-15 04:54:00" 12537.5
"2021-03-15 04:55:00" 12538.6
"2021-03-15 04:56:00" 12538.9
"2021-03-15 04:57:00" 12538.9
"2021-03-15 04:58:00" 12537.5
"2021-03-15 04:59:00" 12534.3
"2021-03-15 05:00:00" 12533.5
"2021-03-15 05:01:00" 12534.9
"2021-03-15 05:02:00" 12534.1
"2021-03-15 05:03:00" 12535.6
"2021-03-15 05:04:00" 12535.6
"2021-03-15 05:05:00" 12534.3
"2021-03-15 05:06:00" 12533.7
"2021-03-15 05:07:00" 12530.1
"2021-03-15 05:08:00" 12526.3
"2021-03-15 05:09:00" 12528.9
"2021-03-15 05:10:00" 12530.0
"2021-03-15 05:11:00" 12527.8
"2021-03-15 05:12:00" 12529.5
"2021-03-15 05:13:00" 12531.8
"2021-03-15 05:14:00" 12529.3
"2021-03-15 05:15:00" 12527.7
"2021-03-15 05:16:00" 12527.2
"2021-03-15 05:17:00" 12533.5
"2021-03-15 05:18:00" 12537.4
"2021-03-15 05:19:00" 12528.7
"2021-03-15 05:20:00" 12525.3
"2021-03-15 05:21:00" 12528.6
"2021-03-15 05:22:00" 12531.0
"2021-03-15 05:23:00" 12534.5
"2021-03-15 05:24:00" 12534.3
"2021-03-15 05:25:00" 12534.0
"2021-03-15 05:26:00" 12535.1
"2021-03-15 05:27:00" 12534.4
"2021-03-15 05:28:00" 12533.8
"2021-03-15 05:29:00" 12533.8
"2021-03-15 05:30:00" 12532.4
"2021-03-15 05:31:00" 12537.2
"2021-03-15 05:32:00" 12537.7
"2021-03-15 05:33:00" 12532.1
"2021-03-15 05:34:00" 12537.9
"2021-03-15 05:35:00" 12538.2
"2021-03-15 05:36:00" 12533.4
"2021-03-15 05:37:00" 12539.1
"2021-03-15 05:38:00" 12537.4
"2021-03-15 05:39:00" 12530.7
"2021-03-15 05:40:00" 12530.7
"2021-03-15 05:41:00" 12529.5
"2021-03-15 05:42:00" 12528.8
"2021-03-15 05:43:00" 12527.8
"2021-03-15 05:44:00" 12526.2
"2021-03-15 05:45:00" 12525.5
"2021-03-15 05:46:00" 12526.2
"2021-03-15 05:47:00" 12526.6
"2021-03-15 05:48:00" 12525.9
"2021-03-15 05:49:00" 12524.7
"2021-03-15 05:50:00" 12526.5
"2021-03-15 05:51:00" 12524.1
"2021-03-15 05:52:00" 12522.5
"2021-03-15 05:53:00" 12525.1
"2021-03-15 05:54:00" 12528.7
"2021-03-15 05:55:00" 12529.4
"2021-03-15 05:56:00" 12529.4
"2021-03-15 05:57:00" 12535.1
"2021-03-15 05:58:00" 12535.3
"2021-03-15 05:59:00" 12535.4
"2021-03-15 06:00:00" 12536.2
"2021-03-15 06:01:00" 12537.7
"2021-03-15 06:02:00" 12537.6
"2021-03-15 06:03:00" 12537.9
"2021-03-15 06:04:00" 12537.1
"2021-03-15 06:05:00" 12537.0
"2021-03-15 06:06:00" 12536.5
"2021-03-15 06:07:00" 12537.9
"2021-03-15 06:08:00" 12539.4
"2021-03-15 06:09:00" 12538.6
"2021-03-15 06:10:00" 12538.6
"2021-03-15 06:11:00" 12537.7
"2021-03-15 06:12:00" 12538.4
"2021-03-15 06:13:00" 12538.5
"2021-03-15 06:14:00" 12536.2
"2021-03-15 06:15:00" 12535.1
"2021-03-15 06:16:00" 12538.6
"2021-03-15 06:17:00" 12536.8
"2021-03-15 06:18:00" 12532.4
"2021-03-15 06:19:00" 12533.5
"2021-03-15 06:20:00" 12533.1
"2021-03-15 06:21:00" 12531.6
"2021-03-15 06:22:00" 12532.3
"2021-03-15 06:23:00" 12533.1
"2021-03-15 06:24:00" 12525.2
"2021-03-15 06:25:00" 12530.6
"2021-03-15 06:26:00" 12533.4
"2021-03-15 06:27:00" 12529.0
"2021-03-15 06:28:00" 12530.9
"2021-03-15 06:29:00" 12532.2
"2021-03-15 06:30:00" 12531.6
"2021-03-15 06:31:00" 12527.5
"2021-03-15 06:32:00" 12525.0
"2021-03-15 06:33:00" 12530.3
"2021-03-15 06:34:00" 12529.7
"2021-03-15 06:35:00" 12530.2
"2021-03-15 06:36:00" 12530.7
"2021-03-15 06:37:00" 12522.9
"2021-03-15 06:38:00" 12527.9
"2021-03-15 06:39:00" 12526.4
"2021-03-15 06:40:00" 12529.2
"2021-03-15 06:41:00" 12529.9
"2021-03-15 06:42:00" 12529.7
"2021-03-15 06:43:00" 12527.7
"2021-03-15 06:44:00" 12529.6
"2021-03-15 06:45:00" 12525.0
"2021-03-15 06:46:00" 12524.5
"2021-03-15 06:47:00" 12525.1
"2021-03-15 06:48:00" 12523.8
"2021-03-15 06:49:00" 12527.0
"2021-03-15 06:50:00" 12528.5
"2021-03-15 06:51:00" 12529.0
"2021-03-15 06:52:00" 12524.2
"2021-03-15 06:53:00" 12524.5
"2021-03-15 06:54:00" 12526.1
"2021-03-15 06:55:00" 12529.2
"2021-03-15 06:56:00" 12531.8
"2021-03-15 06:57:00" 12538.1
"2021-03-15 06:58:00" 12545.6
"2021-03-15 06:59:00" 12547.7
"2021-03-15 07:00:00" 12546.5
"2021-03-15 07:01:00" 12548.1
"2021-03-15 07:02:00" 12543.0
"2021-03-15 07:03:00" 12535.3
"2021-03-15 07:04:00" 12535.5
"2021-03-15 07:05:00" 12532.0
"2021-03-15 07:06:00" 12523.5
"2021-03-15 07:07:00" 12524.4
"2021-03-15 07:08:00" 12528.5
"2021-03-15 07:09:00" 12530.4
"2021-03-15 07:10:00" 12533.7
"2021-03-15 07:11:00" 12529.8
"2021-03-15 07:12:00" 12528.1
"2021-03-15 07:13:00" 12536.4
"2021-03-15 07:14:00" 12537.8
"2021-03-15 07:15:00" 12536.1
"2021-03-15 07:16:00" 12533.5
"2021-03-15 07:17:00" 12530.2
"2021-03-15 07:18:00" 12532.3
"2021-03-15 07:19:00" 12530.9
"2021-03-15 07:20:00" 12529.0
"2021-03-15 07:21:00" 12528.7
"2021-03-15 07:22:00" 12530.6
"2021-03-15 07:23:00" 12528.8
"2021-03-15 07:24:00" 12528.0
"2021-03-15 07:25:00" 12526.3
"2021-03-15 07:26:00" 12533.0
"2021-03-15 07:27:00" 12536.9
"2021-03-15 07:28:00" 12530.4
"2021-03-15 07:29:00" 12528.1
"2021-03-15 07:30:00" 12528.8
"2021-03-15 07:31:00" 12527.5
"2021-03-15 07:32:00" 12524.6
"2021-03-15 07:33:00" 12520.2
"2021-03-15 07:34:00" 12517.9
"2021-03-15 07:35:00" 12516.8
"2021-03-15 07:36:00" 12515.7
"2021-03-15 07:37:00" 12520.8
"2021-03-15 07:38:00" 12534.8
"2021-03-15 07:39:00" 12534.4
"2021-03-15 07:40:00" 12526.1
"2021-03-15 07:41:00" 12531.3
"2021-03-15 07:42:00" 12535.3
"2021-03-15 07:43:00" 12536.7
"2021-03-15 07:44:00" 12534.6
"2021-03-15 07:45:00" 12530.1
"2021-03-15 07:46:00" 12525.8
"2021-03-15 07:47:00" 12527.0
"2021-03-15 07:48:00" 12529.4
"2021-03-15 07:49:00" 12527.5
"2021-03-15 07:50:00" 12524.8
"2021-03-15 07:51:00" 12524.5
"2021-03-15 07:52:00" 12526.7
"2021-03-15 07:53:00" 12527.3
"2021-03-15 07:54:00" 12526.0
"2021-03-15 07:55:00" 12526.7
"2021-03-15 07:56:00" 12528.3
"2021-03-15 07:57:00" 12527.8
"2021-03-15 07:58:00" 12526.7
"2021-03-15 07:59:00" 12525.4
"2021-03-15 08:00:00" 12526.0
"2021-03-15 08:01:00" 12524.2
"2021-03-15 08:02:00" 12522.7
"2021-03-15 08:03:00" 12519.5
"2021-03-15 08:04:00" 12518.0
"2021-03-15 08:05:00" 12516.7
"2021-03-15 08:06:00" 12516.8
"2021-03-15 08:07:00" 12515.2
"2021-03-15 08:08:00" 12510.7
"2021-03-15 08:09:00" 12507.1
"2021-03-15 08:10:00" 12515.0
"2021-03-15 08:11:00" 12527.9
"2021-03-15 08:12:00" 12533.7
"2021-03-15 08:13:00" 12524.8
"2021-03-15 08:14:00" 12525.3
"2021-03-15 08:15:00" 12527.6
"2021-03-15 08:16:00" 12529.2
"2021-03-15 08:17:00" 12525.6
"2021-03-15 08:18:00" 12522.6
"2021-03-15 08:19:00" 12521.5
"2021-03-15 08:20:00" 12520.1
"2021-03-15 08:21:00" 12521.8
"2021-03-15 08:22:00" 12522.7
"2021-03-15 08:23:00" 12521.3
"2021-03-15 08:24:00" 12521.7
"2021-03-15 08:25:00" 12521.4
"2021-03-15 08:26:00" 12523.0
"2021-03-15 08:27:00" 12521.7
"2021-03-15 08:28:00" 12520.1
"2021-03-15 08:29:00" 12522.1
"2021-03-15 08:30:00" 12523.0
"2021-03-15 08:31:00" 12521.9
"2021-03-15 08:32:00" 12521.3
"2021-03-15 08:33:00" 12521.8
"2021-03-15 08:34:00" 12521.4
"2021-03-15 08:35:00" 12518.7
"2021-03-15 08:36:00" 12519.3
"2021-03-15 08:37:00" 12522.1
"2021-03-15 08:38:00" 12522.7
"2021-03-15 08:39:00" 12520.8
"2021-03-15 08:40:00" 12518.6
"2021-03-15 08:41:00" 12520.1
"2021-03-15 08:42:00" 12521.0
"2021-03-15 08:43:00" 12524.1
"2021-03-15 08:44:00" 12521.5
"2021-03-15 08:45:00" 12514.9
"2021-03-15 08:46:00" 12512.4
"2021-03-15 08:47:00" 12517.1
"2021-03-15 08:48:00" 12521.9
"2021-03-15 08:49:00" 12523.2
"2021-03-15 08:50:00" 12520.9
"2021-03-15 08:51:00" 12518.5
"2021-03-15 08:52:00" 12517.3
"2021-03-15 08:53:00" 12517.3
"2021-03-15 08:54:00" 12520.5
"2021-03-15 08:55:00" 12521.3
"2021-03-15 08:56:00" 12520.4
"2021-03-15 08:57:00" 12518.3
"2021-03-15 08:58:00" 12517.3
"2021-03-15 08:59:00" 12517.1
"2021-03-15 09:00:00" 12520.1
"2021-03-15 09:01:00" 12516.9
"2021-03-15 09:02:00" 12516.3
"2021-03-15 09:03:00" 12518.1
"2021-03-15 09:04:00" 12514.0
"2021-03-15 09:05:00" 12513.6
"2021-03-15 09:06:00" 12516.8
"2021-03-15 09:07:00" 12521.2
"2021-03-15 09:08:00" 12519.5
"2021-03-15 09:09:00" 12518.2
"2021-03-15 09:10:00" 12513.3
"2021-03-15 09:11:00" 12513.1
"2021-03-15 09:12:00" 12511.4
"2021-03-15 09:13:00" 12507.1
"2021-03-15 09:14:00" 12508.0
"2021-03-15 09:15:00" 12506.9
"2021-03-15 09:16:00" 12503.0
"2021-03-15 09:17:00" 12505.8
"2021-03-15 09:18:00" 12507.4
"2021-03-15 09:19:00" 12505.6
"2021-03-15 09:20:00" 12509.1
"2021-03-15 09:21:00" 12509.4
"2021-03-15 09:22:00" 12507.6
"2021-03-15 09:23:00" 12508.3
"2021-03-15 09:24:00" 12512.4
"2021-03-15 09:25:00" 12510.8
"2021-03-15 09:26:00" 12509.6
"2021-03-15 09:27:00" 12513.5
"2021-03-15 09:28:00" 12512.4
"2021-03-15 09:29:00" 12511.8
"2021-03-15 09:30:00" 12514.2
"2021-03-15 09:31:00" 12511.8
"2021-03-15 09:32:00" 12510.3
"2021-03-15 09:33:00" 12514.1
"2021-03-15 09:34:00" 12514.5
"2021-03-15 09:35:00" 12511.2
"2021-03-15 09:36:00" 12511.3
"2021-03-15 09:37:00" 12510.5
"2021-03-15 09:38:00" 12512.3
"2021-03-15 09:39:00" 12515.6
"2021-03-15 09:40:00" 12513.6
"2021-03-15 09:41:00" 12510.1
"2021-03-15 09:42:00" 12509.3
"2021-03-15 09:43:00" 12508.0
"2021-03-15 09:44:00" 12506.9
"2021-03-15 09:45:00" 12506.8
"2021-03-15 09:46:00" 12509.6
"2021-03-15 09:47:00" 12509.9
"2021-03-15 09:48:00" 12509.8
"2021-03-15 09:49:00" 12512.5
"2021-03-15 09:50:00" 12513.8
"2021-03-15 09:51:00" 12513.3
"2021-03-15 09:52:00" 12510.8
"2021-03-15 09:53:00" 12511.4
"2021-03-15 09:54:00" 12511.8
"2021-03-15 09:55:00" 12511.8
"2021-03-15 09:56:00" 12511.8
"2021-03-15 09:57:00" 12511.7
"2021-03-15 09:58:00" 12511.4
"2021-03-15 09:59:00" 12510.7
"2021-03-15 10:00:00" 12511.7
"2021-03-15 10:01:00" 12513.7
"2021-03-15 10:02:00" 12512.1
"2021-03-15 10:03:00" 12513.2
"2021-03-15 10:04:00" 12515.6
"2021-03-15 10:05:00" 12518.0
"2021-03-15 10:06:00" 12514.3
"2021-03-15 10:07:00" 12515.7
"2021-03-15 10:08:00" 12517.7
"2021-03-15 10:09:00" 12519.2
"2021-03-15 10:10:00" 12518.5
"2021-03-15 10:11:00" 12518.2
"2021-03-15 10:12:00" 12515.4
"2021-03-15 10:13:00" 12512.9
"2021-03-15 10:14:00" 12511.7
"2021-03-15 10:15:00" 12507.9
"2021-03-15 10:16:00" 12507.7
"2021-03-15 10:17:00" 12508.6
"2021-03-15 10:18:00" 12507.1
"2021-03-15 10:19:00" 12506.1
"2021-03-15 10:20:00" 12505.8
"2021-03-15 10:21:00" 12505.7
"2021-03-15 10:22:00" 12506.6
"2021-03-15 10:23:00" 12506.1
"2021-03-15 10:24:00" 12504.5
"2021-03-15 10:25:00" 12504.9
"2021-03-15 10:26:00" 12505.9
"2021-03-15 10:27:00" 12502.9
"2021-03-15 10:28:00" 12502.2
"2021-03-15 10:29:00" 12503.8
"2021-03-15 10:30:00" 12506.1
"2021-03-15 10:31:00" 12505.7
"2021-03-15 10:32:00" 12507.9
"2021-03-15 10:33:00" 12501.4
"2021-03-15 10:34:00" 12505.1
"2021-03-15 10:35:00" 12508.7
"2021-03-15 10:36:00" 12510.4
"2021-03-15 10:37:00" 12510.4
"2021-03-15 10:38:00" 12508.8
"2021-03-15 10:39:00" 12504.2
"2021-03-15 10:40:00" 12500.7
"2021-03-15 10:41:00" 12501.2
"2021-03-15 10:42:00" 12502.4
"2021-03-15 10:43:00" 12504.9
"2021-03-15 10:44:00" 12504.7
"2021-03-15 10:45:00" 12503.2
"2021-03-15 10:46:00" 12503.5
"2021-03-15 10:47:00" 12504.5
"2021-03-15 10:48:00" 12503.8
"2021-03-15 10:49:00" 12504.5
"2021-03-15 10:50:00" 12506.7
"2021-03-15 10:51:00" 12507.2
"2021-03-15 10:52:00" 12505.1
"2021-03-15 10:53:00" 12502.9
"2021-03-15 10:54:00" 12502.4
"2021-03-15 10:55:00" 12501.7
"2021-03-15 10:56:00" 12503.0
"2021-03-15 10:57:00" 12504.2
"2021-03-15 10:58:00" 12504.4
"2021-03-15 10:59:00" 12505.5
"2021-03-15 11:00:00" 12506.6
"2021-03-15 11:01:00" 12508.6
"2021-03-15 11:02:00" 12508.3
"2021-03-15 11:03:00" 12508.5
"2021-03-15 11:04:00" 12509.0
"2021-03-15 11:05:00" 12508.7
"2021-03-15 11:06:00" 12508.8
"2021-03-15 11:07:00" 12509.3
"2021-03-15 11:08:00" 12509.1
"2021-03-15 11:09:00" 12509.9
"2021-03-15 11:10:00" 12508.8
"2021-03-15 11:11:00" 12508.4
"2021-03-15 11:12:00" 12506.7
"2021-03-15 11:13:00" 12506.0
"2021-03-15 11:14:00" 12504.4
"2021-03-15 11:15:00" 12505.8
"2021-03-15 11:16:00" 12509.2
"2021-03-15 11:17:00" 12508.6
"2021-03-15 11:18:00" 12507.7
"2021-03-15 11:19:00" 12507.3
"2021-03-15 11:20:00" 12505.9
"2021-03-15 11:21:00" 12505.4
"2021-03-15 11:22:00" 12507.2
"2021-03-15 11:23:00" 12509.2
"2021-03-15 11:24:00" 12507.3
"2021-03-15 11:25:00" 12507.6
"2021-03-15 11:26:00" 12507.5
"2021-03-15 11:27:00" 12508.3
"2021-03-15 11:28:00" 12509.1
"2021-03-15 11:29:00" 12509.3
"2021-03-15 11:30:00" 12507.9
"2021-03-15 11:31:00" 12508.7
"2021-03-15 11:32:00" 12509.2
"2021-03-15 11:33:00" 12509.9
"2021-03-15 11:34:00" 12511.0
"2021-03-15 11:35:00" 12512.7
"2021-03-15 11:36:00" 12514.6
"2021-03-15 11:37:00" 12514.5
"2021-03-15 11:38:00" 12513.6
"2021-03-15 11:39:00" 12514.2
"2021-03-15 11:40:00" 12513.2
"2021-03-15 11:41:00" 12514.1
"2021-03-15 11:42:00" 12514.5
